,Unnamed: 0,sensitivity,specificity,inv_frac,delay_samples,decay_part
206,206,1.0,0.0,1.0,125,40
668,668,1.0,0.0,2.5,250,160
195,195,1.0,0.0,4.0,100,40
194,194,1.0,0.0,3.5,100,40
193,193,1.0,0.0,3.0,100,40
192,192,1.0,0.0,2.5,100,40
191,191,1.0,0.0,2.0,100,40
190,190,1.0,0.0,1.5,100,40
669,669,1.0,0.0,3.0,250,160
207,207,1.0,0.0,1.5,125,40
208,208,1.0,0.0,2.0,125,40
209,209,1.0,0.0,2.5,125,40
228,228,1.0,0.0,3.5,150,40
227,227,1.0,0.0,3.0,150,40
226,226,1.0,0.0,2.5,150,40
225,225,1.0,0.0,2.0,150,40
224,224,1.0,0.0,1.5,150,40
223,223,1.0,0.0,1.0,150,40
222,222,1.0,0.0,0.5,150,40
1226,1226,1.0,0.0,1.0,200,300
648,648,1.0,0.0,1.0,225,160
649,649,1.0,0.0,1.5,225,160
650,650,1.0,0.0,2.0,225,160
651,651,1.0,0.0,2.5,225,160
652,652,1.0,0.0,3.0,225,160
211,211,1.0,0.0,3.5,125,40
210,210,1.0,0.0,3.0,125,40
635,635,1.0,0.0,3.0,200,160
189,189,1.0,0.0,1.0,100,40
278,278,1.0,0.0,3.0,50,60
600,600,1.0,0.0,2.5,150,160
346,346,1.0,0.0,3.0,150,60
345,345,1.0,0.0,2.5,150,60
344,344,1.0,0.0,2.0,150,60
343,343,1.0,0.0,1.5,150,60
342,342,1.0,0.0,1.0,150,60
341,341,1.0,0.0,0.5,150,60
347,347,1.0,0.0,3.5,150,60
545,545,1.0,0.0,0.5,200,140
547,547,1.0,0.0,1.5,200,140
548,548,1.0,0.0,2.0,200,140
549,549,1.0,0.0,2.5,200,140
550,550,1.0,0.0,3.0,200,140
330,330,1.0,0.0,3.5,125,60
329,329,1.0,0.0,3.0,125,60
546,546,1.0,0.0,1.0,200,140
873,873,0.9993364299933644,0.0,3.0,175,220
535,535,0.9986728599867286,0.0,4.0,175,140
534,534,0.9993364299933644,0.0,3.5,175,140
516,516,1.0,0.0,3.0,150,140
517,517,1.0,0.0,3.5,150,140
874,874,0.9993364299933644,0.0,3.5,175,220
528,528,1.0,0.0,0.5,175,140
1191,1191,1.0,0.0,0.5,150,300
1192,1192,1.0,0.0,1.0,150,300
1193,1193,1.0,0.0,1.5,150,300
1194,1194,1.0,0.0,2.0,150,300
1195,1195,1.0,0.0,2.5,150,300
1196,1196,1.0,0.0,3.0,150,300
529,529,1.0,0.0,1.0,175,140
530,530,1.0,0.0,1.5,175,140
531,531,1.0,0.0,2.0,175,140
532,532,1.0,0.0,2.5,175,140
533,533,1.0,0.0,3.0,175,140
328,328,1.0,0.0,2.5,125,60
279,279,1.0,0.0,3.5,50,60
327,327,1.0,0.0,2.0,125,60
325,325,1.0,0.0,1.0,125,60
582,582,1.0,0.0,2.0,250,140
583,583,1.0,0.0,2.5,250,140
584,584,1.0,0.0,3.0,250,140
295,295,1.0,0.0,3.0,75,60
294,294,1.0,0.0,2.5,75,60
293,293,1.0,0.0,2.0,75,60
581,581,1.0,0.0,1.5,250,140
292,292,1.0,0.0,1.5,75,60
290,290,1.0,0.0,0.5,75,60
870,870,1.0,0.0,1.5,175,220
596,596,1.0,0.0,0.5,150,160
597,597,1.0,0.0,1.0,150,160
598,598,1.0,0.0,1.5,150,160
599,599,1.0,0.0,2.0,150,160
291,291,1.0,0.0,1.0,75,60
580,580,1.0,0.0,1.0,250,140
579,579,1.0,0.0,0.5,250,140
871,871,1.0,0.0,2.0,175,220
324,324,1.0,0.0,0.5,125,60
872,872,1.0,0.0,2.5,175,220
562,562,1.0,0.0,0.5,225,140
563,563,1.0,0.0,1.0,225,140
564,564,1.0,0.0,1.5,225,140
565,565,1.0,0.0,2.0,225,140
566,566,1.0,0.0,2.5,225,140
567,567,1.0,0.0,3.0,225,140
314,314,1.0,0.0,4.0,100,60
313,313,1.0,0.0,3.5,100,60
312,312,1.0,0.0,3.0,100,60
311,311,1.0,0.0,2.5,100,60
310,310,1.0,0.0,2.0,100,60
309,309,1.0,0.0,1.5,100,60
307,307,1.0,0.0,0.5,100,60
326,326,1.0,0.0,1.5,125,60
188,188,1.0,0.0,0.5,100,40
1228,1228,1.0,0.0,2.0,200,300
681,681,1.0,0.0,0.5,150,180
788,788,1.0,0.0,3.0,175,200
789,789,0.9993364299933644,0.0,3.5,175,200
857,857,0.9993364299933644,0.0,3.5,150,220
800,800,1.0,0.0,0.5,200,200
801,801,1.0,0.0,1.0,200,200
57,57,1.0,0.0,3.0,75,20
787,787,1.0,0.0,2.5,175,200
56,56,1.0,0.0,2.5,75,20
54,54,1.0,0.0,1.5,75,20
53,53,1.0,0.0,1.0,75,20
52,52,1.0,0.0,0.5,75,20
802,802,1.0,0.0,1.5,200,200
803,803,1.0,0.0,2.0,200,200
804,804,1.0,0.0,2.5,200,200
55,55,1.0,0.0,2.0,75,20
786,786,1.0,0.0,2.0,175,200
785,785,1.0,0.0,1.5,175,200
69,69,1.0,0.0,0.5,100,20
88,88,1.0,0.0,1.5,125,20
87,87,1.0,0.0,1.0,125,20
86,86,1.0,0.0,0.5,125,20
770,770,1.0,0.0,2.5,150,200
771,771,1.0,0.0,3.0,150,200
772,772,1.0,0.0,3.5,150,200
783,783,1.0,0.0,0.5,175,200
784,784,1.0,0.0,1.0,175,200
76,76,1.0,0.0,4.0,100,20
75,75,1.0,0.0,3.5,100,20
74,74,1.0,0.0,3.0,100,20
73,73,1.0,0.0,2.5,100,20
72,72,1.0,0.0,2.0,100,20
71,71,1.0,0.0,1.5,100,20
70,70,1.0,0.0,1.0,100,20
805,805,1.0,0.0,3.0,200,200
89,89,1.0,0.0,2.0,125,20
856,856,1.0,0.0,3.0,150,220
41,41,1.0,0.0,3.5,50,20
834,834,1.0,0.0,0.5,250,200
835,835,1.0,0.0,1.0,250,200
836,836,1.0,0.0,1.5,250,200
1259,1259,1.0,0.0,0.5,250,300
1260,1260,1.0,0.0,1.0,250,300
1261,1261,1.0,0.0,1.5,250,300
18,18,1.0,0.0,0.5,25,20
1262,1262,1.0,0.0,2.0,250,300
1264,1264,1.0,0.0,3.0,250,300
837,837,1.0,0.0,2.0,250,200
838,838,1.0,0.0,2.5,250,200
839,839,1.0,0.0,3.0,250,200
854,854,1.0,0.0,2.0,150,220
851,851,1.0,0.0,0.5,150,220
1263,1263,1.0,0.0,2.5,250,300
19,19,1.0,0.0,1.0,25,20
20,20,1.0,0.0,1.5,25,20
21,21,1.0,0.0,2.0,25,20
40,40,1.0,0.0,3.0,50,20
39,39,1.0,0.0,2.5,50,20
38,38,1.0,0.0,2.0,50,20
37,37,1.0,0.0,1.5,50,20
36,36,1.0,0.0,1.0,50,20
35,35,1.0,0.0,0.5,50,20
818,818,1.0,0.0,1.0,225,200
819,819,1.0,0.0,1.5,225,200
820,820,1.0,0.0,2.0,225,200
821,821,1.0,0.0,2.5,225,200
822,822,1.0,0.0,3.0,225,200
855,855,1.0,0.0,2.5,150,220
24,24,1.0,0.0,3.5,25,20
23,23,1.0,0.0,3.0,25,20
22,22,1.0,0.0,2.5,25,20
817,817,1.0,0.0,0.5,225,200
90,90,1.0,0.0,2.5,125,20
91,91,1.0,0.0,3.0,125,20
92,92,1.0,0.0,3.5,125,20
159,159,1.0,0.0,3.0,50,40
158,158,1.0,0.0,2.5,50,40
157,157,1.0,0.0,2.0,50,40
156,156,1.0,0.0,1.5,50,40
155,155,1.0,0.0,1.0,50,40
154,154,1.0,0.0,0.5,50,40
160,160,1.0,0.0,3.5,50,40
1230,1230,1.0,0.0,3.0,200,300
704,704,0.9993364299933644,0.0,3.5,175,180
705,705,0.9973457199734572,0.0,4.0,175,180
715,715,1.0,0.0,0.5,200,180
716,716,1.0,0.0,1.0,200,180
717,717,1.0,0.0,1.5,200,180
718,718,1.0,0.0,2.0,200,180
703,703,1.0,0.0,3.0,175,180
702,702,1.0,0.0,2.5,175,180
701,701,1.0,0.0,2.0,175,180
700,700,1.0,0.0,1.5,175,180
682,682,1.0,0.0,1.0,150,180
683,683,1.0,0.0,1.5,150,180
684,684,1.0,0.0,2.0,150,180
685,685,1.0,0.0,2.5,150,180
686,686,1.0,0.0,3.0,150,180
176,176,1.0,0.0,3.0,75,40
175,175,1.0,0.0,2.5,75,40
174,174,1.0,0.0,2.0,75,40
173,173,1.0,0.0,1.5,75,40
172,172,1.0,0.0,1.0,75,40
171,171,1.0,0.0,0.5,75,40
1229,1229,1.0,0.0,2.5,200,300
687,687,1.0,0.0,3.5,150,180
698,698,1.0,0.0,0.5,175,180
699,699,1.0,0.0,1.0,175,180
143,143,1.0,0.0,3.5,25,40
142,142,1.0,0.0,3.0,25,40
141,141,1.0,0.0,2.5,25,40
140,140,1.0,0.0,2.0,25,40
752,752,1.0,0.0,2.0,250,180
110,110,1.0,0.0,4.0,150,20
109,109,1.0,0.0,3.5,150,20
108,108,1.0,0.0,3.0,150,20
107,107,1.0,0.0,2.5,150,20
106,106,1.0,0.0,2.0,150,20
105,105,1.0,0.0,1.5,150,20
104,104,1.0,0.0,1.0,150,20
103,103,1.0,0.0,0.5,150,20
753,753,1.0,0.0,2.5,250,180
754,754,1.0,0.0,3.0,250,180
766,766,1.0,0.0,0.5,150,200
767,767,1.0,0.0,1.0,150,200
768,768,1.0,0.0,1.5,150,200
769,769,1.0,0.0,2.0,150,200
751,751,1.0,0.0,1.5,250,180
515,515,1.0,0.0,2.5,150,140
750,750,1.0,0.0,1.0,250,180
737,737,1.0,0.0,3.0,225,180
139,139,1.0,0.0,1.5,25,40
138,138,1.0,0.0,1.0,25,40
137,137,1.0,0.0,0.5,25,40
719,719,1.0,0.0,2.5,200,180
720,720,1.0,0.0,3.0,200,180
732,732,1.0,0.0,0.5,225,180
733,733,1.0,0.0,1.0,225,180
734,734,1.0,0.0,1.5,225,180
735,735,1.0,0.0,2.0,225,180
736,736,1.0,0.0,2.5,225,180
1242,1242,1.0,0.0,0.5,225,300
1243,1243,1.0,0.0,1.0,225,300
1244,1244,1.0,0.0,1.5,225,300
1245,1245,1.0,0.0,2.0,225,300
1246,1246,1.0,0.0,2.5,225,300
749,749,1.0,0.0,0.5,250,180
514,514,1.0,0.0,2.0,150,140
1378,1378,1.0,0.0,0.5,100,240
376,376,1.0,0.0,1.0,25,80
528,528,1.0,0.0,0.5,75,100
392,392,1.0,0.0,0.5,225,100
462,462,1.0,0.0,1.5,200,120
461,461,1.0,0.0,1.0,200,120
460,460,1.0,0.0,0.5,200,120
393,393,1.0,0.0,1.0,225,100
394,394,1.0,0.0,1.5,225,100
1178,1178,1.0,0.0,2.5,250,280
395,395,1.0,0.0,2.0,225,100
463,463,1.0,0.0,2.0,200,120
396,396,1.0,0.0,2.5,225,100
443,443,1.0,0.0,0.5,125,80
444,444,1.0,0.0,1.0,125,80
445,445,1.0,0.0,1.5,125,80
446,446,1.0,0.0,2.0,125,80
447,447,1.0,0.0,2.5,125,80
448,448,1.0,0.0,3.0,125,80
517,517,1.0,0.0,3.5,50,100
449,449,1.0,0.0,3.5,125,80
516,516,1.0,0.0,3.0,50,100
397,397,1.0,0.0,3.0,225,100
515,515,1.0,0.0,2.5,50,100
464,464,1.0,0.0,2.5,200,120
529,529,1.0,0.0,1.0,75,100
1179,1179,1.0,0.0,3.0,250,280
426,426,1.0,0.0,0.5,100,80
427,427,1.0,0.0,1.0,100,80
375,375,1.0,0.0,0.5,200,100
429,429,1.0,0.0,2.0,150,120
377,377,1.0,0.0,1.5,200,100
428,428,1.0,0.0,1.5,100,80
378,378,1.0,0.0,2.0,200,100
379,379,1.0,0.0,2.5,200,100
465,465,1.0,0.0,3.0,200,120
380,380,1.0,0.0,3.0,200,100
430,430,1.0,0.0,2.5,100,80
431,431,1.0,0.0,3.0,100,80
432,432,1.0,0.0,3.5,100,80
381,381,1.0,0.0,3.5,200,100
533,533,1.0,0.0,3.0,75,100
466,466,1.0,0.0,3.5,200,120
532,532,1.0,0.0,2.5,75,100
531,531,1.0,0.0,2.0,75,100
530,530,1.0,0.0,1.5,75,100
429,429,1.0,0.0,2.0,100,80
514,514,1.0,0.0,2.0,50,100
513,513,1.0,0.0,1.5,50,100
512,512,1.0,0.0,1.0,50,100
495,495,1.0,0.0,1.0,25,100
494,494,1.0,0.0,0.5,25,100
444,444,1.0,0.0,1.0,175,120
1158,1158,1.0,0.0,1.0,225,280
1159,1159,1.0,0.0,1.5,225,280
1160,1160,1.0,0.0,2.0,225,280
443,443,1.0,0.0,0.5,175,120
1161,1161,1.0,0.0,2.5,225,280
375,375,1.0,0.0,0.5,25,80
496,496,1.0,0.0,1.5,25,100
432,432,1.0,0.0,3.5,150,120
414,414,1.0,0.0,3.0,250,100
415,415,1.0,0.0,3.5,250,100
431,431,1.0,0.0,3.0,150,120
430,430,1.0,0.0,2.5,150,120
1176,1176,1.0,0.0,1.5,250,280
1175,1175,1.0,0.0,1.0,250,280
426,426,1.0,0.0,0.5,150,120
427,427,1.0,0.0,1.0,150,120
428,428,1.0,0.0,1.5,150,120
413,413,1.0,0.0,2.5,250,100
466,466,1.0,0.0,3.5,150,80
465,465,1.0,0.0,3.0,150,80
464,464,1.0,0.0,2.5,150,80
511,511,1.0,0.0,0.5,50,100
1157,1157,1.0,0.0,0.5,225,280
450,450,0.9986728599867286,0.0,4.0,175,120
449,449,0.9993364299933644,0.0,3.5,175,120
448,448,1.0,0.0,3.0,175,120
447,447,1.0,0.0,2.5,175,120
446,446,1.0,0.0,2.0,175,120
445,445,1.0,0.0,1.5,175,120
1177,1177,1.0,0.0,2.0,250,280
460,460,1.0,0.0,0.5,150,80
461,461,1.0,0.0,1.0,150,80
462,462,1.0,0.0,1.5,150,80
409,409,1.0,0.0,0.5,250,100
410,410,1.0,0.0,1.0,250,100
411,411,1.0,0.0,1.5,250,100
412,412,1.0,0.0,2.0,250,100
500,500,1.0,0.0,3.5,25,100
499,499,1.0,0.0,3.0,25,100
463,463,1.0,0.0,2.0,150,80
498,498,1.0,0.0,2.5,25,100
497,497,1.0,0.0,2.0,25,100
365,365,0.9986728599867286,0.0,4.0,175,100
545,545,1.0,0.0,0.5,100,100
376,376,1.0,0.0,1.0,200,100
547,547,1.0,0.0,1.5,100,100
499,499,1.0,0.0,3.0,250,120
585,585,1.0,0.0,3.5,150,100
584,584,1.0,0.0,3.0,150,100
583,583,1.0,0.0,2.5,150,100
392,392,1.0,0.0,0.5,50,80
582,582,1.0,0.0,2.0,150,100
581,581,1.0,0.0,1.5,150,100
580,580,1.0,0.0,1.0,150,100
579,579,1.0,0.0,0.5,150,100
341,341,1.0,0.0,0.5,150,100
342,342,1.0,0.0,1.0,150,100
394,394,1.0,0.0,1.5,50,80
395,395,1.0,0.0,2.0,50,80
343,343,1.0,0.0,1.5,150,100
344,344,1.0,0.0,2.0,150,100
396,396,1.0,0.0,2.5,50,80
546,546,1.0,0.0,1.0,100,100
398,398,1.0,0.0,3.5,50,80
345,345,1.0,0.0,2.5,150,100
346,346,1.0,0.0,3.0,150,100
393,393,1.0,0.0,1.0,50,80
347,347,1.0,0.0,3.5,150,100
886,886,1.0,0.0,1.0,200,220
329,329,1.0,0.0,3.0,250,80
377,377,1.0,0.0,1.5,25,80
1140,1140,1.0,0.0,0.5,200,280
1141,1141,1.0,0.0,1.0,200,280
1142,1142,1.0,0.0,1.5,200,280
1143,1143,1.0,0.0,2.0,200,280
378,378,1.0,0.0,2.0,25,80
1144,1144,1.0,0.0,2.5,200,280
1145,1145,1.0,0.0,3.0,200,280
887,887,1.0,0.0,1.5,200,220
330,330,1.0,0.0,3.5,250,80
379,379,1.0,0.0,2.5,25,80
381,381,1.0,0.0,3.5,25,80
324,324,1.0,0.0,0.5,250,80
325,325,1.0,0.0,1.0,250,80
513,513,1.0,0.0,1.5,150,140
512,512,1.0,0.0,1.0,150,140
326,326,1.0,0.0,1.5,250,80
327,327,1.0,0.0,2.0,250,80
511,511,1.0,0.0,0.5,150,140
328,328,1.0,0.0,2.5,250,80
380,380,1.0,0.0,3.0,25,80
498,498,1.0,0.0,2.5,250,120
397,397,1.0,0.0,3.0,50,80
1174,1174,1.0,0.0,0.5,250,280
885,885,1.0,0.0,0.5,200,220
358,358,1.0,0.0,0.5,175,100
359,359,1.0,0.0,1.0,175,100
482,482,1.0,0.0,3.0,225,120
409,409,1.0,0.0,0.5,75,80
549,549,1.0,0.0,2.5,100,100
410,410,1.0,0.0,1.0,75,80
550,550,1.0,0.0,3.0,100,100
360,360,1.0,0.0,1.5,175,100
361,361,1.0,0.0,2.0,175,100
568,568,1.0,0.0,3.5,125,100
362,362,1.0,0.0,2.5,175,100
551,551,1.0,0.0,3.5,100,100
364,364,0.9993364299933644,0.0,3.5,175,100
414,414,1.0,0.0,3.0,75,80
363,363,1.0,0.0,3.0,175,100
413,413,1.0,0.0,2.5,75,80
412,412,1.0,0.0,2.0,75,80
481,481,1.0,0.0,2.5,225,120
548,548,1.0,0.0,2.0,100,100
411,411,1.0,0.0,1.5,75,80
567,567,1.0,0.0,3.0,125,100
497,497,1.0,0.0,2.0,250,120
566,566,1.0,0.0,2.5,125,100
478,478,1.0,0.0,1.0,225,120
496,496,1.0,0.0,1.5,250,120
495,495,1.0,0.0,1.0,250,120
479,479,1.0,0.0,1.5,225,120
494,494,1.0,0.0,0.5,250,120
477,477,1.0,0.0,0.5,225,120
564,564,1.0,0.0,1.5,125,100
563,563,1.0,0.0,1.0,125,100
562,562,1.0,0.0,0.5,125,100
480,480,1.0,0.0,2.0,225,120
565,565,1.0,0.0,2.0,125,100
755,755,1.0,0.0006631299734748,3.5,250,180
670,670,1.0,0.0006631299734748,3.5,250,160
1503,1503,1.0,0.0006631299734748,3.5,100,260
246,246,1.0,0.0006631299734748,4.0,250,60
1162,1162,1.0,0.0006631299734748,3.0,225,280
1622,1622,1.0,0.0006631299734748,3.5,100,280
416,416,1.0,0.0006631299734748,4.0,250,100
1129,1129,0.9993364299933644,0.0006631299734748,3.5,175,280
58,58,1.0,0.0006631299734748,3.5,75,20
534,534,1.0,0.0006631299734748,3.5,75,100
1452,1452,0.9993364299933644,0.0006631299734748,3.5,25,260
653,653,1.0,0.0006631299734748,3.5,75,120
348,348,1.0,0.0006631299734748,4.0,150,100
144,144,1.0,0.0006631299734748,4.0,25,40
212,212,1.0,0.0006631299734748,4.0,200,60
263,263,1.0,0.0006631299734748,4.0,150,80
228,228,1.0,0.0006631299734748,3.5,225,60
398,398,1.0,0.0006631299734748,3.5,225,100
229,229,1.0,0.0006631299734748,4.0,225,60
399,399,0.9993364299933644,0.0006631299734748,4.0,225,100
42,42,1.0,0.0006631299734748,4.0,50,20
1214,1214,1.0,0.0006631299734748,3.5,25,220
161,161,1.0,0.0006631299734748,4.0,50,40
1571,1571,0.9993364299933644,0.0006631299734748,3.5,25,280
705,705,1.0,0.0006631299734748,4.0,150,120
586,586,1.0,0.0006631299734748,4.0,150,100
823,823,1.0,0.0006631299734748,3.5,225,200
25,25,1.0,0.0006631299734748,4.0,25,20
331,331,1.0,0.0006631299734748,4.0,250,80
738,738,1.0,0.0006631299734748,3.5,225,180
177,177,1.0,0.0006631299734748,3.5,75,40
297,297,1.0,0.0006631299734748,4.0,200,80
1333,1333,1.0,0.0006631299734748,3.5,25,240
314,314,1.0,0.0006631299734748,4.0,225,80
891,891,0.9993364299933644,0.0006631299734748,3.5,75,160
568,568,1.0,0.0006631299734748,3.5,225,140
483,483,1.0,0.0006631299734748,3.5,225,120
925,925,1.0,0.0006631299734748,3.5,125,160
1095,1095,1.0,0.0006631299734748,3.5,25,200
76,76,1.0,0.0006631299734748,4.0,250,20
42,42,1.0,0.0006631299734748,4.0,200,20
467,467,1.0,0.0006631299734748,4.0,150,80
824,824,1.0,0.0006631299734748,4.0,150,140
229,229,1.0,0.0006631299734748,4.0,150,40
348,348,1.0,0.0006631299734748,4.0,150,60
143,143,1.0,0.0006631299734748,3.5,225,40
161,161,1.0,0.0006631299734748,4.0,250,40
93,93,1.0,0.0006631299734748,4.0,150,40
484,484,0.9993364299933644,0.0006631299734748,4.0,225,120
500,500,1.0,0.0006631299734748,3.5,250,120
1044,1044,1.0,0.0006631299734748,3.5,125,180
433,433,1.0,0.0006631299734748,4.0,100,80
127,127,1.0,0.0006631299734748,4.0,200,40
433,433,1.0,0.0006631299734748,4.0,150,120
296,296,1.0,0.0006631299734748,3.5,75,60
1077,1077,1.0,0.0006631299734748,3.0,225,260
585,585,1.0,0.0006631299734748,3.5,250,140
178,178,1.0,0.0006631299734748,4.0,150,60
313,313,1.0,0.0006631299734748,3.5,225,80
551,551,1.0,0.0006631299734748,3.5,200,140
58,58,1.0,0.0006631299734748,3.5,225,20
772,772,1.0,0.0006631299734748,3.5,75,140
59,59,1.0,0.0006631299734748,4.0,225,20
144,144,1.0,0.0006631299734748,4.0,225,40
653,653,1.0,0.0006631299734748,3.5,225,160
415,415,1.0,0.0006631299734748,3.5,75,80
908,908,0.9993364299933644,0.0006631299734748,3.5,225,220
518,518,1.0,0.0006631299734748,4.0,150,140
636,636,1.0,0.0013262599469496,3.5,200,160
1027,1027,0.9993364299933644,0.0013262599469496,3.5,150,260
806,806,1.0,0.0013262599469496,3.5,200,200
790,790,0.9973457199734572,0.0013262599469496,4.0,175,200
942,942,0.9993364299933644,0.0013262599469496,3.5,150,240
1537,1537,0.9993364299933644,0.0013262599469496,3.5,150,260
382,382,1.0,0.0013262599469496,4.0,200,100
943,943,0.9993364299933644,0.0013262599469496,4.0,150,160
603,603,0.9993364299933644,0.0013262599469496,4.0,150,160
721,721,1.0,0.0013262599469496,3.5,200,180
9,9,1.0,0.0013262599469496,4.5,150,20
993,993,0.9993364299933644,0.0013262599469496,3.5,225,240
891,891,1.0,0.0013262599469496,3.5,200,220
501,501,1.0,0.0013262599469496,4.0,250,120
569,569,0.9986728599867286,0.0013262599469496,4.0,225,140
840,840,1.0,0.0013262599469496,3.5,250,200
111,111,1.0,0.0013262599469496,4.5,150,20
382,382,1.0,0.0013262599469496,4.0,25,80
77,77,1.0,0.0013262599469496,4.5,100,20
1741,1741,1.0,0.0013262599469496,3.5,100,300
925,925,1.0,0.0013262599469496,3.5,250,220
280,280,1.0,0.0013262599469496,4.0,50,60
263,263,1.0,0.0013262599469496,4.0,25,60
94,94,1.0,0.0013262599469496,4.5,150,40
1588,1588,1.0,0.0013262599469496,3.5,50,280
230,230,1.0,0.0013262599469496,4.5,150,40
1247,1247,1.0,0.0013262599469496,3.0,225,300
1010,1010,1.0,0.0013262599469496,3.5,250,240
1418,1418,0.9993364299933644,0.0013262599469496,3.5,150,240
1163,1163,1.0,0.0013262599469496,3.5,125,200
1282,1282,1.0,0.0013262599469496,3.5,125,220
1028,1028,1.0,0.0019893899204244,4.0,100,180
552,552,1.0,0.0019893899204244,4.0,200,140
1095,1095,1.0,0.0019893899204244,3.5,250,260
552,552,1.0,0.0019893899204244,4.0,100,100
399,399,1.0,0.0019893899204244,4.0,50,80
1010,1010,0.9993364299933644,0.0019893899204244,3.5,75,180
467,467,1.0,0.0019893899204244,4.0,200,120
671,671,1.0,0.0019893899204244,4.0,100,120
518,518,1.0,0.0019893899204244,4.0,50,100
26,26,0.9973457199734572,0.0019893899204244,4.5,175,20
909,909,1.0,0.0019893899204244,4.0,100,160
196,196,1.0,0.0019893899204244,4.5,100,40
1129,1129,0.9993364299933644,0.0019893899204244,3.5,75,200
212,212,0.9993364299933644,0.0019893899204244,4.0,125,40
620,620,1.0,0.0019893899204244,4.0,25,120
1656,1656,0.9993364299933644,0.0019893899204244,3.5,150,280
756,756,1.0,0.0019893899204244,4.0,50,140
790,790,1.0,0.0019893899204244,4.0,100,140
1078,1078,0.9993364299933644,0.0019893899204244,3.5,225,260
501,501,1.0,0.0019893899204244,4.0,25,100
688,688,0.9993364299933644,0.0019893899204244,4.0,150,180
637,637,1.0,0.0019893899204244,4.0,50,120
1690,1690,0.9986728599867286,0.0019893899204244,3.5,25,300
1214,1214,0.9993364299933644,0.0019893899204244,3.5,175,300
1401,1401,1.0,0.0019893899204244,3.5,125,240
1062,1062,0.9993364299933644,0.0019893899204244,4.0,150,180
976,976,1.0,0.0019893899204244,3.5,200,240
1112,1112,0.9993364299933644,0.0019893899204244,3.5,150,280
1707,1707,1.0,0.0019893899204244,3.5,50,300
93,93,0.9993364299933644,0.0019893899204244,4.0,125,20
349,349,1.0,0.0026525198938992,4.5,150,60
1775,1775,0.9993364299933644,0.0026525198938992,3.5,150,300
179,179,1.0,0.0026525198938992,4.5,150,60
875,875,0.9986728599867286,0.0026525198938992,4.0,50,160
1248,1248,0.9993364299933644,0.0026525198938992,3.5,75,220
1265,1265,1.0,0.0026525198938992,3.5,250,300
450,450,0.9993364299933644,0.0026525198938992,4.0,125,80
1146,1146,1.0,0.0026525198938992,3.5,200,280
1163,1163,0.9993364299933644,0.0026525198938992,3.5,225,280
773,773,0.9986728599867286,0.0026525198938992,4.0,150,200
586,586,1.0,0.0026525198938992,4.0,250,140
1061,1061,1.0,0.0026525198938992,3.5,200,260
162,162,1.0,0.0026525198938992,4.5,250,40
1197,1197,0.9993364299933644,0.0026525198938992,3.5,150,300
111,111,0.9946914399469144,0.0026525198938992,4.5,175,40
875,875,0.9973457199734572,0.0026525198938992,4.0,175,220
331,331,0.9993364299933644,0.0026525198938992,4.0,125,60
1520,1520,1.0,0.0026525198938992,3.5,125,260
43,43,0.9993364299933644,0.0026525198938992,4.5,200,20
1181,1181,0.9986728599867286,0.0026525198938992,4.0,150,200
77,77,1.0,0.0026525198938992,4.5,250,20
1180,1180,1.0,0.0026525198938992,3.5,250,280
858,858,0.9980092899800928,0.003315649867374,4.0,150,220
739,739,0.9993364299933644,0.003315649867374,4.0,25,140
688,688,0.9993364299933644,0.003315649867374,4.0,125,120
264,264,0.9993364299933644,0.003315649867374,4.5,150,80
569,569,0.9993364299933644,0.003315649867374,4.0,125,100
43,43,1.0,0.003315649867374,4.5,50,20
637,637,1.0,0.003315649867374,4.0,200,160
468,468,0.9993364299933644,0.003315649867374,4.5,150,80
671,671,1.0,0.003315649867374,4.0,250,160
654,654,0.9980092899800928,0.003315649867374,4.0,225,160
858,858,0.9980092899800928,0.003315649867374,4.0,25,160
1300,1300,0.9980092899800928,0.003315649867374,4.0,150,220
1231,1231,1.0,0.003315649867374,3.5,200,300
1486,1486,0.9986728599867286,0.0039787798408488,3.5,75,260
315,315,0.9993364299933644,0.0039787798408488,4.5,100,60
1367,1367,0.9993364299933644,0.0039787798408488,3.5,75,240
587,587,0.9973457199734572,0.0039787798408488,4.5,150,100
349,349,0.9973457199734572,0.0039787798408488,4.5,150,100
59,59,0.9993364299933644,0.0039787798408488,4.0,75,20
1605,1605,0.9986728599867286,0.0039787798408488,3.5,75,280
1147,1147,1.0,0.0039787798408488,4.0,100,200
297,297,0.9993364299933644,0.0039787798408488,4.0,75,60
722,722,1.0,0.0039787798408488,4.0,200,180
756,756,1.0,0.0039787798408488,4.0,250,180
247,247,1.0,0.0039787798408488,4.5,250,60
1248,1248,0.9993364299933644,0.0039787798408488,3.5,225,300
739,739,0.9980092899800928,0.0039787798408488,4.0,225,180
178,178,0.9993364299933644,0.0039787798408488,4.0,75,40
1639,1639,1.0,0.0039787798408488,3.5,125,280
807,807,0.9993364299933644,0.0039787798408488,4.0,125,140
926,926,0.9993364299933644,0.0046419098143236,4.0,125,160
807,807,0.9993364299933644,0.0046419098143236,4.0,200,200
977,977,0.9980092899800928,0.0046419098143236,4.0,25,180
434,434,0.9986728599867286,0.0046419098143236,4.5,100,80
535,535,0.9993364299933644,0.0046419098143236,4.0,75,100
128,128,0.9993364299933644,0.0046419098143236,4.5,200,40
1266,1266,0.9986728599867286,0.0046419098143236,4.0,100,220
