,Unnamed: 0,sensitivity,specificity,inv_frac,delay_samples,decay_part
522,522,0.9435965494359656,0.0895225464190981,6.0,50,100
301,301,0.9575315195753152,0.0895225464190981,6.0,200,80
1013,1013,0.955540809555408,0.0915119363395225,5.0,250,240
115,115,0.9396151293961512,0.0921750663129973,6.5,150,20
13,13,0.9396151293961512,0.0921750663129973,6.5,150,20
979,979,0.9615129396151294,0.0921750663129973,5.0,200,240
284,284,0.9263437292634372,0.0928381962864721,6.0,175,80
233,233,0.93828798938288,0.0935013262599469,6.0,225,60
1048,1048,0.9303251493032516,0.0935013262599469,5.5,125,180
980,980,0.9243530192435302,0.0935013262599469,5.5,25,180
47,47,0.9455872594558726,0.0941644562334217,6.5,200,20
674,674,0.9475779694757795,0.0948275862068965,5.5,250,160
352,352,0.93364299933643,0.0948275862068965,6.0,150,100
420,420,0.9329794293297944,0.0948275862068965,6.0,75,80
386,386,0.9163901791639018,0.0948275862068965,6.0,25,80
590,590,0.93364299933643,0.0948275862068965,6.0,150,100
556,556,0.9362972793629728,0.0948275862068965,6.0,100,100
335,335,0.940278699402787,0.0954907161803713,6.0,250,80
1014,1014,0.9349701393497014,0.0954907161803713,5.5,75,180
1489,1489,0.9442601194426012,0.0954907161803713,5.0,75,260
1455,1455,0.9316522893165228,0.0961538461538461,5.0,25,260
657,657,0.9429329794293296,0.0968169761273209,5.5,225,160
996,996,0.9495686794956868,0.0968169761273209,5.0,225,240
1523,1523,0.93364299933643,0.0974801061007957,5.0,125,260
1031,1031,0.9416058394160584,0.0981432360742705,5.5,100,180
454,454,0.9236894492368944,0.0981432360742705,6.0,125,80
1047,1047,0.9349701393497014,0.0981432360742705,5.0,175,260
1472,1472,0.9442601194426012,0.0988063660477453,5.0,50,260
200,200,0.9276708692767088,0.0994694960212201,6.5,100,40
708,708,0.9296615792966156,0.0994694960212201,5.5,175,180
505,505,0.9104180491041804,0.1007957559681697,6.0,25,100
539,539,0.9236894492368944,0.1014588859416445,6.0,75,100
166,166,0.9329794293297944,0.1021220159151193,6.5,50,40
318,318,0.9343065693430656,0.1027851458885941,6.0,225,80
369,369,0.9210351692103516,0.1027851458885941,6.0,175,100
1065,1065,0.9276708692767088,0.1027851458885941,5.5,150,180
691,691,0.9276708692767088,0.1027851458885941,5.5,150,180
997,997,0.9475779694757795,0.1034482758620689,5.5,50,180
573,573,0.9190444591904446,0.1041114058355437,6.0,125,100
1506,1506,0.942269409422694,0.1047745358090185,5.0,100,260
234,234,0.9236894492368944,0.1047745358090185,6.5,150,40
98,98,0.9236894492368944,0.1047745358090185,6.5,150,40
386,386,0.9455872594558726,0.1047745358090185,6.0,200,100
1167,1167,0.913735899137359,0.1054376657824933,5.5,125,200
709,709,0.9216987392169874,0.1074270557029177,6.0,150,120
437,437,0.9216987392169874,0.1074270557029177,6.0,150,120
725,725,0.9502322495023224,0.1074270557029177,5.5,200,180
675,675,0.9223623092236232,0.1080901856763925,6.0,100,120
759,759,0.93828798938288,0.1087533156498673,5.5,250,180
81,81,0.9276708692767088,0.1087533156498673,6.5,250,20
1030,1030,0.92899800928998,0.1094164456233421,5.0,150,260
1540,1540,0.92899800928998,0.1094164456233421,5.0,150,260
624,624,0.9044459190444591,0.1094164456233421,6.0,25,120
641,641,0.9329794293297944,0.1100795755968169,6.0,50,120
420,420,0.9296615792966156,0.1114058355437665,6.0,250,100
1608,1608,0.9283344392833444,0.1114058355437665,5.0,75,280
132,132,0.9376244193762442,0.1120689655172413,6.5,200,40
793,793,0.920371599203716,0.1120689655172413,5.5,175,200
742,742,0.9369608493696084,0.1127320954907161,5.5,225,180
1098,1098,0.942269409422694,0.1127320954907161,5.0,250,260
692,692,0.9124087591240876,0.1127320954907161,6.0,125,120
1133,1133,0.9230258792302588,0.1133952254641909,5.5,75,200
1642,1642,0.9190444591904446,0.1140583554376657,5.0,125,280
1099,1099,0.913735899137359,0.1147214854111405,5.5,25,200
1574,1574,0.915726609157266,0.1147214854111405,5.0,25,280
658,658,0.9143994691439948,0.1147214854111405,6.0,75,120
319,319,0.9143994691439948,0.1153846153846153,6.5,100,60
454,454,0.9163901791639018,0.1160477453580901,6.0,175,120
1132,1132,0.9256801592568016,0.1167108753315649,5.0,175,280
403,403,0.9309887193098872,0.1173740053050397,6.0,225,100
30,30,0.9110816191108162,0.1173740053050397,6.5,175,20
183,183,0.915726609157266,0.1180371352785145,6.5,150,60
353,353,0.915726609157266,0.1180371352785145,6.5,150,60
1184,1184,0.9163901791639018,0.1200265251989389,5.5,150,200
776,776,0.9163901791639018,0.1200265251989389,5.5,150,200
285,285,0.925016589250166,0.1206896551724138,6.5,50,60
1150,1150,0.927007299270073,0.1213527851458886,5.5,100,200
471,471,0.9362972793629728,0.1213527851458886,6.0,200,120
811,811,0.900464499004645,0.1226790450928382,6.0,125,140
1081,1081,0.9416058394160584,0.1226790450928382,5.0,225,260
1116,1116,0.9329794293297944,0.1226790450928382,5.5,50,200
1064,1064,0.9562043795620438,0.1226790450928382,5.0,200,260
166,166,0.915726609157266,0.1246684350132626,6.5,250,40
64,64,0.8998009289980093,0.1246684350132626,6.5,75,20
743,743,0.8905109489051095,0.1246684350132626,6.0,25,140
30,30,0.8905109489051095,0.1246684350132626,6.5,25,20
522,522,0.9084273390842734,0.1246684350132626,6.0,150,140
828,828,0.9084273390842734,0.1246684350132626,6.0,150,140
505,505,0.9210351692103516,0.1246684350132626,6.0,250,120
539,539,0.9064366290643664,0.1259946949602122,6.0,175,140
115,115,0.9051094890510948,0.126657824933687,6.5,175,40
82,82,0.9031187790311878,0.126657824933687,7.0,100,20
1591,1591,0.9309887193098872,0.126657824933687,5.0,50,280
1286,1286,0.8998009289980093,0.1273209549071618,5.5,125,220
827,827,0.9329794293297944,0.1273209549071618,5.5,225,200
217,217,0.9256801592568016,0.1273209549071618,6.5,200,60
1625,1625,0.925016589250166,0.1279840848806366,5.0,100,280
488,488,0.9263437292634372,0.1279840848806366,6.0,225,120
777,777,0.9037823490378236,0.1279840848806366,6.0,75,140
1252,1252,0.9143994691439948,0.1293103448275862,5.5,75,220
878,878,0.9124087591240876,0.1293103448275862,5.5,175,220
844,844,0.92899800928998,0.129973474801061,5.5,250,200
794,794,0.9084273390842734,0.129973474801061,6.0,100,140
64,64,0.9170537491705376,0.1306366047745358,6.5,225,20
760,760,0.9216987392169874,0.1312997347480106,6.0,50,140
183,183,0.8971466489714665,0.1319628647214854,6.5,75,40
1218,1218,0.900464499004645,0.1319628647214854,5.5,25,220
14,14,0.900464499004645,0.1319628647214854,7.0,150,20
116,116,0.900464499004645,0.1319628647214854,7.0,150,20
149,149,0.8878566688785667,0.1326259946949602,6.5,25,40
1659,1659,0.9177173191771733,0.133289124668435,5.0,150,280
1115,1115,0.9177173191771733,0.133289124668435,5.0,150,280
1727,1727,0.9190444591904446,0.133289124668435,5.0,75,300
268,268,0.9051094890510948,0.133289124668435,6.5,150,80
472,472,0.9051094890510948,0.133289124668435,6.5,150,80
438,438,0.9017916390179164,0.1339522546419098,6.5,100,80
810,810,0.9429329794293296,0.1339522546419098,5.5,200,200
1693,1693,0.9017916390179164,0.1346153846153846,5.0,25,300
200,200,0.8964830789648308,0.1346153846153846,6.5,175,60
624,624,0.8978102189781022,0.1352785145888594,6.0,175,160
98,98,0.8984737889847378,0.1352785145888594,6.5,125,20
48,48,0.902455209024552,0.1359416445623342,7.0,50,20
1217,1217,0.9084273390842734,0.1372679045092838,5.0,175,300
268,268,0.880557398805574,0.1379310344827586,6.5,25,60
302,302,0.8931652289316523,0.1379310344827586,6.5,75,60
251,251,0.9064366290643664,0.1379310344827586,6.5,250,60
404,404,0.9117451891174518,0.1385941644562334,6.5,50,80
1269,1269,0.9110816191108162,0.139920424403183,5.5,100,220
48,48,0.9084273390842734,0.139920424403183,7.0,200,20
862,862,0.8759124087591241,0.139920424403183,6.0,25,160
573,573,0.9197080291970804,0.1405835543766578,6.0,225,140
1183,1183,0.9323158593231586,0.1412466843501326,5.0,250,280
149,149,0.9124087591240876,0.1412466843501326,6.5,225,40
1761,1761,0.8998009289980093,0.1412466843501326,5.0,125,300
930,930,0.8891838088918381,0.1412466843501326,6.0,125,160
896,896,0.8951559389515594,0.1425729442970822,6.0,75,160
1337,1337,0.8798938287989383,0.1425729442970822,5.5,25,240
590,590,0.9084273390842734,0.143236074270557,6.0,250,140
607,607,0.8951559389515594,0.143236074270557,6.0,150,160
947,947,0.8951559389515594,0.143236074270557,6.0,150,160
201,201,0.8865295288652952,0.1445623342175066,7.0,100,40
1405,1405,0.8792302587923025,0.1445623342175066,5.5,125,240
861,861,0.9044459190444591,0.1452254641909814,5.5,150,220
556,556,0.9256801592568016,0.1452254641909814,6.0,200,140
1303,1303,0.9044459190444591,0.1452254641909814,5.5,150,220
217,217,0.8964830789648308,0.1452254641909814,6.5,125,40
1149,1149,0.9449236894492368,0.1458885941644562,5.0,200,280
1235,1235,0.9143994691439948,0.146551724137931,5.5,50,220
302,302,0.9143994691439948,0.146551724137931,6.5,200,80
421,421,0.8858659588586596,0.146551724137931,6.5,75,80
1166,1166,0.93364299933643,0.146551724137931,5.0,225,280
913,913,0.8964830789648308,0.1472148541114058,6.0,100,160
285,285,0.8898473788984738,0.1472148541114058,6.5,175,80
1371,1371,0.9017916390179164,0.1492042440318302,5.5,75,240
963,963,0.8951559389515594,0.1492042440318302,5.5,175,240
235,235,0.8898473788984738,0.149867374005305,7.0,150,40
99,99,0.8898473788984738,0.149867374005305,7.0,150,40
387,387,0.8686131386861314,0.1505305039787798,6.5,25,80
336,336,0.8898473788984738,0.1511936339522546,6.5,125,60
234,234,0.9084273390842734,0.1518567639257294,6.5,225,60
879,879,0.9017916390179164,0.1518567639257294,6.0,50,160
1710,1710,0.9163901791639018,0.1525198938992042,5.0,50,300
167,167,0.8891838088918381,0.1525198938992042,7.0,50,40
353,353,0.893828798938288,0.1525198938992042,6.5,150,100
591,591,0.893828798938288,0.1525198938992042,6.5,150,100
557,557,0.8911745189117452,0.153183023872679,6.5,100,100
981,981,0.860650298606503,0.1545092838196286,6.0,25,180
1778,1778,0.8998009289980093,0.1558355437665782,5.0,150,300
1200,1200,0.8998009289980093,0.1558355437665782,5.0,150,300
912,912,0.927007299270073,0.156498673740053,5.5,225,220
336,336,0.893828798938288,0.156498673740053,6.5,250,80
929,929,0.9163901791639018,0.156498673740053,5.5,250,220
709,709,0.8825481088254811,0.156498673740053,6.0,175,180
1744,1744,0.9084273390842734,0.1571618037135278,5.0,100,300
895,895,0.9296615792966156,0.1571618037135278,5.5,200,220
540,540,0.8785666887856669,0.1571618037135278,6.5,75,100
370,370,0.8838752488387525,0.1571618037135278,6.5,175,100
1015,1015,0.8891838088918381,0.1578249336870026,6.0,75,180
523,523,0.8951559389515594,0.1584880636604774,6.5,50,100
506,506,0.8553417385534173,0.1591511936339522,6.5,25,100
658,658,0.915726609157266,0.1618037135278514,6.0,225,160
1388,1388,0.8971466489714665,0.1624668435013262,5.5,100,240
455,455,0.8812209688122097,0.163129973474801,6.5,125,80
1456,1456,0.8599867285998672,0.163129973474801,5.5,25,260
675,675,0.8944923689449237,0.1637931034482758,6.0,250,160
1422,1422,0.8898473788984738,0.1644562334217506,5.5,150,240
946,946,0.8898473788984738,0.1644562334217506,5.5,150,240
1049,1049,0.8725945587259456,0.1651193633952254,6.0,125,180
641,641,0.9150630391506304,0.1651193633952254,6.0,200,160
133,133,0.8951559389515594,0.166445623342175,7.0,200,40
1251,1251,0.9236894492368944,0.1671087533156498,5.0,225,300
184,184,0.8732581287325812,0.1677718832891246,7.0,150,60
319,319,0.9031187790311878,0.1677718832891246,6.5,225,80
320,320,0.8686131386861314,0.1677718832891246,7.0,100,60
354,354,0.8732581287325812,0.1677718832891246,7.0,150,60
455,455,0.8679495686794957,0.1684350132625994,6.5,175,120
1032,1032,0.8838752488387525,0.1690981432360742,6.0,100,180
1524,1524,0.8566688785666888,0.1690981432360742,5.5,125,260
1490,1490,0.8905109489051095,0.1690981432360742,5.5,75,260
387,387,0.902455209024552,0.1690981432360742,6.5,200,100
65,65,0.8593231585932316,0.169761273209549,7.0,75,20
625,625,0.8367617783676178,0.169761273209549,6.5,25,120
676,676,0.8779031187790312,0.169761273209549,6.5,100,120
692,692,0.8812209688122097,0.1710875331564986,6.0,150,180
1066,1066,0.8812209688122097,0.1710875331564986,6.0,150,180
998,998,0.8858659588586596,0.1710875331564986,6.0,50,180
82,82,0.8832116788321168,0.1717506631299734,7.0,250,20
1100,1100,0.8420703384207033,0.1724137931034483,6.0,25,200
1268,1268,0.9170537491705376,0.1724137931034483,5.0,250,300
438,438,0.8752488387524884,0.1724137931034483,6.5,150,120
710,710,0.8752488387524884,0.1724137931034483,6.5,150,120
1354,1354,0.8971466489714665,0.173076923076923,5.5,50,240
421,421,0.8838752488387525,0.173076923076923,6.5,250,100
1048,1048,0.8792302587923025,0.1737400530503978,5.5,175,260
31,31,0.8394160583941606,0.1744031830238726,7.0,25,20
15,15,0.860650298606503,0.1750663129973474,7.5,150,20
117,117,0.860650298606503,0.1750663129973474,7.5,150,20
659,659,0.8725945587259456,0.1750663129973474,6.5,75,120
1234,1234,0.9243530192435302,0.176392572944297,5.0,200,300
83,83,0.8579960185799602,0.176392572944297,7.5,100,20
574,574,0.8719309887193099,0.1770557029177719,6.5,125,100
31,31,0.8619774386197744,0.1770557029177719,7.0,175,20
794,794,0.8666224286662243,0.1777188328912466,6.0,175,200
286,286,0.8699402786994028,0.1777188328912466,7.0,50,60
1134,1134,0.8779031187790312,0.1777188328912466,6.0,75,200
642,642,0.8752488387524884,0.1783819628647215,6.5,50,120
184,184,0.8546781685467817,0.1790450928381962,7.0,75,40
997,997,0.9143994691439948,0.1803713527851458,5.5,225,240
980,980,0.9097544790975448,0.1810344827586207,5.5,200,240
49,49,0.8540145985401459,0.1810344827586207,7.5,50,20
404,404,0.8971466489714665,0.1816976127320955,6.5,225,100
150,150,0.8301260783012607,0.1823607427055703,7.0,25,40
744,744,0.8241539482415395,0.1830238726790451,6.5,25,140
1014,1014,0.902455209024552,0.1830238726790451,5.5,250,240
743,743,0.9031187790311878,0.1843501326259947,6.0,225,180
726,726,0.8971466489714665,0.1876657824933687,6.0,200,180
1507,1507,0.8779031187790312,0.1883289124668435,5.5,100,260
778,778,0.8599867285998672,0.1883289124668435,6.5,75,140
116,116,0.8533510285335103,0.1883289124668435,7.0,175,40
1168,1168,0.8520238885202389,0.1883289124668435,6.0,125,200
167,167,0.8659588586595885,0.1889920424403183,7.0,250,40
269,269,0.8175182481751825,0.1889920424403183,7.0,25,60
760,760,0.8832116788321168,0.1889920424403183,6.0,250,180
1541,1541,0.8666224286662243,0.1896551724137931,5.5,150,260
473,473,0.8553417385534173,0.1896551724137931,7.0,150,80
269,269,0.8553417385534173,0.1896551724137931,7.0,150,80
472,472,0.8878566688785667,0.1896551724137931,6.5,200,120
1031,1031,0.8666224286662243,0.1896551724137931,5.5,150,260
540,540,0.8573324485733245,0.1909814323607427,6.5,175,140
693,693,0.8633045786330458,0.1909814323607427,6.5,125,120
795,795,0.8573324485733245,0.1909814323607427,6.5,100,140
218,218,0.8765759787657598,0.1916445623342175,7.0,200,60
65,65,0.8818845388188454,0.1916445623342175,7.0,225,20
1151,1151,0.8672859986728599,0.1923076923076923,6.0,100,200
1575,1575,0.8387524883875249,0.1923076923076923,5.5,25,280
439,439,0.8520238885202389,0.1923076923076923,7.0,100,80
1219,1219,0.8248175182481752,0.1956233421750663,6.0,25,220
303,303,0.8493696084936961,0.1956233421750663,7.0,75,60
49,49,0.8639681486396815,0.1962864721485411,7.5,200,20
523,523,0.8599867285998672,0.1969496021220159,6.5,150,140
829,829,0.8599867285998672,0.1969496021220159,6.5,150,140
761,761,0.8579960185799602,0.1969496021220159,6.5,50,140
506,506,0.8719309887193099,0.1969496021220159,6.5,250,120
1117,1117,0.8639681486396815,0.1976127320954907,6.0,50,200
201,201,0.8440610484406105,0.1976127320954907,7.0,175,60
1609,1609,0.8686131386861314,0.1982758620689655,5.5,75,280
1473,1473,0.8765759787657598,0.1982758620689655,5.5,50,260
405,405,0.8526874585268746,0.1989389920424403,7.0,50,80
489,489,0.887193098871931,0.1989389920424403,6.5,225,120
150,150,0.8732581287325812,0.1989389920424403,7.0,225,40
388,388,0.8062375580623756,0.1989389920424403,7.0,25,80
863,863,0.8108825481088254,0.1996021220159151,6.5,25,160
99,99,0.8467153284671532,0.1996021220159151,7.0,125,20
236,236,0.8420703384207033,0.2009283819628647,7.5,150,40
100,100,0.8420703384207033,0.2009283819628647,7.5,150,40
202,202,0.8394160583941606,0.2009283819628647,7.5,100,40
777,777,0.8626410086264101,0.2015915119363395,6.0,150,200
1185,1185,0.8626410086264101,0.2015915119363395,6.0,150,200
879,879,0.8526874585268746,0.2022546419098143,6.0,175,220
1133,1133,0.8573324485733245,0.2042440318302387,5.5,175,280
1253,1253,0.860650298606503,0.2049071618037135,6.0,75,220
1643,1643,0.8414067684140677,0.2049071618037135,5.5,125,280
897,897,0.8467153284671532,0.2055702917771883,6.5,75,160
812,812,0.8447246184472462,0.2055702917771883,6.5,125,140
252,252,0.8579960185799602,0.2075596816976127,7.0,250,60
422,422,0.8427339084273391,0.2082228116710875,7.0,75,80
168,168,0.8367617783676178,0.2088859416445623,7.5,50,40
1082,1082,0.9017916390179164,0.2095490716180371,5.5,225,260
1065,1065,0.8931652289316523,0.2095490716180371,5.5,200,260
218,218,0.840743198407432,0.2102122015915119,7.0,125,40
235,235,0.8633045786330458,0.2115384615384615,7.0,225,60
507,507,0.7956204379562044,0.2115384615384615,7.0,25,100
286,286,0.8347710683477106,0.2115384615384615,7.0,175,80
625,625,0.8440610484406105,0.2128647214854111,6.5,175,160
811,811,0.8779031187790312,0.2128647214854111,6.0,200,200
1287,1287,0.8374253483742535,0.2135278514588859,6.0,125,220
354,354,0.836098208360982,0.2141909814323607,7.0,150,100
592,592,0.836098208360982,0.2141909814323607,7.0,150,100
914,914,0.8420703384207033,0.2155172413793103,6.5,100,160
557,557,0.8686131386861314,0.2155172413793103,6.5,200,140
303,303,0.8646317186463172,0.2155172413793103,7.0,200,80
828,828,0.8838752488387525,0.2155172413793103,6.0,225,200
558,558,0.8380889183808892,0.2155172413793103,7.0,100,100
1626,1626,0.8480424684804246,0.2161803713527851,5.5,100,280
1270,1270,0.8500331785003318,0.2175066312997347,6.0,100,220
524,524,0.8307896483078965,0.2181697612732095,7.0,50,100
1338,1338,0.7936297279362973,0.2188328912466843,6.0,25,240
337,337,0.8321167883211679,0.2188328912466843,7.0,125,60
1694,1694,0.8088918380889184,0.2194960212201591,5.5,25,300
574,574,0.8752488387524884,0.2201591511936339,6.5,225,140
541,541,0.8334439283344393,0.2221485411140583,7.0,75,100
1099,1099,0.8818845388188454,0.2221485411140583,5.5,250,260
185,185,0.8168546781685467,0.2221485411140583,7.5,150,60
355,355,0.8168546781685467,0.2221485411140583,7.5,150,60
1372,1372,0.8367617783676178,0.2228116710875331,6.0,75,240
982,982,0.7916390179163901,0.2228116710875331,6.5,25,180
845,845,0.8652952886529529,0.2228116710875331,6.0,250,200
880,880,0.8367617783676178,0.2241379310344827,6.5,50,160
320,320,0.8520238885202389,0.2241379310344827,7.0,225,80
118,118,0.8108825481088254,0.2248010610079575,8.0,150,20
16,16,0.8108825481088254,0.2248010610079575,8.0,150,20
83,83,0.8414067684140677,0.2254641909814323,7.5,250,20
608,608,0.8394160583941606,0.2261273209549071,6.5,150,160
32,32,0.7883211678832117,0.2261273209549071,7.5,25,20
948,948,0.8394160583941606,0.2261273209549071,6.5,150,160
371,371,0.8248175182481752,0.2274535809018567,7.0,175,100
1236,1236,0.8453881884538819,0.2274535809018567,6.0,50,220
931,931,0.8254810882548109,0.2274535809018567,6.5,125,160
1728,1728,0.8440610484406105,0.2281167108753315,5.5,75,300
134,134,0.8427339084273391,0.2281167108753315,7.5,200,40
626,626,0.7856668878566688,0.2287798408488063,7.0,25,120
1304,1304,0.8414067684140677,0.2294429708222811,6.0,150,220
862,862,0.8414067684140677,0.2294429708222811,6.0,150,220
456,456,0.8241539482415395,0.2294429708222811,7.0,125,80
591,591,0.8546781685467817,0.2301061007957559,6.5,250,140
1016,1016,0.8301260783012607,0.2307692307692307,6.5,75,180
1116,1116,0.8433974784339748,0.2314323607427055,5.5,150,280
1660,1660,0.8433974784339748,0.2314323607427055,5.5,150,280
321,321,0.8221632382216324,0.2320954907161803,7.5,100,60
337,337,0.8467153284671532,0.2320954907161803,7.0,250,80
84,84,0.807564698075647,0.2327586206896551,8.0,100,20
66,66,0.814200398142004,0.2334217506631299,7.5,75,20
151,151,0.7750497677504977,0.2340848806366047,7.5,25,40
1592,1592,0.8500331785003318,0.2354111405835544,5.5,50,280
388,388,0.847378898473789,0.2354111405835544,7.0,200,100
50,50,0.814200398142004,0.2354111405835544,8.0,50,20
287,287,0.814200398142004,0.2360742705570291,7.5,50,60
642,642,0.8493696084936961,0.236737400530504,6.5,200,160
1218,1218,0.8327803583278036,0.236737400530504,5.5,175,300
439,439,0.8188453881884539,0.2387267904509283,7.0,150,120
660,660,0.8155275381552753,0.2387267904509283,7.0,75,120
711,711,0.8188453881884539,0.2387267904509283,7.0,150,120
1762,1762,0.8234903782349038,0.2393899204244031,5.5,125,300
964,964,0.8307896483078965,0.2393899204244031,6.0,175,240
32,32,0.8042468480424685,0.2400530503978779,7.5,175,20
677,677,0.8221632382216324,0.2407161803713527,7.0,100,120
710,710,0.8241539482415395,0.2413793103448276,6.5,175,180
1033,1033,0.820836098208361,0.2413793103448276,6.5,100,180
575,575,0.8128732581287326,0.2433687002652519,7.0,125,100
659,659,0.8652952886529529,0.2433687002652519,6.5,225,160
1101,1101,0.7637690776376908,0.2440318302387268,6.5,25,200
270,270,0.7684140676841407,0.2446949602122015,7.5,25,60
896,896,0.8579960185799602,0.2446949602122015,6.0,200,220
913,913,0.8712674187126742,0.2446949602122015,6.0,225,220
168,168,0.8248175182481752,0.2453580901856764,7.5,250,40
185,185,0.807564698075647,0.2453580901856764,7.5,75,40
1457,1457,0.7631055076310551,0.2460212201591512,6.0,25,260
643,643,0.8108825481088254,0.2460212201591512,7.0,50,120
1389,1389,0.8248175182481752,0.2460212201591512,6.0,100,240
456,456,0.809555408095554,0.246684350132626,7.0,175,120
1406,1406,0.8195089581950896,0.246684350132626,6.0,125,240
422,422,0.827471798274718,0.2473474801061008,7.0,250,100
405,405,0.8420703384207033,0.2473474801061008,7.0,225,100
745,745,0.767750497677505,0.2473474801061008,7.0,25,140
1167,1167,0.8812209688122097,0.2486737400530504,5.5,225,280
1067,1067,0.8161911081619111,0.2493368700265252,6.5,150,180
693,693,0.8161911081619111,0.2493368700265252,6.5,150,180
66,66,0.8314532183145322,0.2506631299734748,7.5,225,20
1150,1150,0.8686131386861314,0.2513262599469496,5.5,200,280
117,117,0.7936297279362973,0.2519893899204244,7.5,175,40
101,101,0.7843397478433974,0.2519893899204244,8.0,150,40
237,237,0.7843397478433974,0.2519893899204244,8.0,150,40
100,100,0.7989382879893829,0.2526525198938992,7.5,125,20
304,304,0.7976111479761114,0.2546419098143236,7.5,75,60
474,474,0.7969475779694758,0.2546419098143236,7.5,150,80
1184,1184,0.8526874585268746,0.2546419098143236,5.5,250,280
1135,1135,0.8108825481088254,0.2546419098143236,6.5,75,200
270,270,0.7969475779694758,0.2546419098143236,7.5,150,80
440,440,0.8002654280026543,0.2546419098143236,7.5,100,80
999,999,0.8161911081619111,0.2553050397877984,6.5,50,180
1050,1050,0.8022561380225613,0.2559681697612732,6.5,125,180
473,473,0.8327803583278036,0.256631299734748,7.0,200,120
930,930,0.8433974784339748,0.2579575596816976,6.0,250,220
219,219,0.822826808228268,0.2579575596816976,7.5,200,60
389,389,0.7551426675514267,0.2586206896551724,7.5,25,80
694,694,0.7956204379562044,0.2592838196286472,7.0,125,120
406,406,0.7976111479761114,0.2592838196286472,7.5,50,80
676,676,0.8380889183808892,0.2592838196286472,6.5,250,160
1491,1491,0.8161911081619111,0.259946949602122,6.0,75,260
202,202,0.7836761778367618,0.2625994694960212,7.5,175,60
219,219,0.7936297279362973,0.2625994694960212,7.5,125,40
50,50,0.8168546781685467,0.263262599469496,8.0,200,20
1745,1745,0.8234903782349038,0.2645888594164456,5.5,100,300
947,947,0.8181818181818182,0.2652519893899204,6.0,150,240
203,203,0.7863304578633046,0.2652519893899204,8.0,100,40
779,779,0.80092899800929,0.2652519893899204,7.0,75,140
1423,1423,0.8181818181818182,0.2652519893899204,6.0,150,240
796,796,0.7969475779694758,0.2659151193633952,7.0,100,140
541,541,0.7903118779031187,0.2659151193633952,7.0,175,140
1355,1355,0.8248175182481752,0.2659151193633952,6.0,50,240
744,744,0.8460517584605176,0.26657824933687,6.5,225,180
423,423,0.787657597876576,0.2672413793103448,7.5,75,80
830,830,0.7982747179827472,0.2679045092838196,7.0,150,140
524,524,0.7982747179827472,0.2679045092838196,7.0,150,140
490,490,0.8294625082946251,0.2679045092838196,7.0,225,120
1049,1049,0.7996018579960186,0.2685676392572944,6.0,175,260
151,151,0.8234903782349038,0.2685676392572944,7.5,225,40
1711,1711,0.8188453881884539,0.269893899204244,5.5,50,300
508,508,0.7405441274054413,0.2705570291777188,7.5,25,100
1220,1220,0.7412076974120769,0.2705570291777188,6.5,25,220
253,253,0.8055739880557399,0.2712201591511936,7.5,250,60
998,998,0.8526874585268746,0.2712201591511936,6.0,225,240
1779,1779,0.8221632382216324,0.2725464190981432,5.5,150,300
1201,1201,0.8221632382216324,0.2725464190981432,5.5,150,300
1152,1152,0.8022561380225613,0.273209549071618,6.5,100,200
795,795,0.79628400796284,0.273209549071618,6.5,175,200
507,507,0.8062375580623756,0.273209549071618,7.0,250,120
727,727,0.8301260783012607,0.273209549071618,6.5,200,180
169,169,0.7889847378898474,0.273209549071618,8.0,50,40
1525,1525,0.7949568679495687,0.273209549071618,6.0,125,260
762,762,0.7916390179163901,0.2738726790450928,7.0,50,140
338,338,0.7796947577969475,0.2745358090185676,7.5,125,60
864,864,0.7438619774386198,0.2745358090185676,7.0,25,160
981,981,0.836098208360982,0.2751989389920424,6.0,200,240
287,287,0.7750497677504977,0.276525198938992,7.5,175,80
33,33,0.7285998672859987,0.2778514588859416,8.0,25,20
1169,1169,0.7850033178500332,0.2818302387267904,6.5,125,200
813,813,0.7757133377571334,0.2818302387267904,7.0,125,140
304,304,0.8029197080291971,0.2838196286472148,7.5,200,80
778,778,0.7909754479097545,0.2838196286472148,6.5,150,200
1186,1186,0.7909754479097545,0.2838196286472148,6.5,150,200
236,236,0.8115461181154612,0.2844827586206896,7.5,225,60
558,558,0.8108825481088254,0.2844827586206896,7.0,200,140
1252,1252,0.8613138686131386,0.2851458885941644,5.5,225,300
559,559,0.7796947577969475,0.2851458885941644,7.5,100,100
593,593,0.7783676177836761,0.2851458885941644,7.5,150,100
355,355,0.7783676177836761,0.2851458885941644,7.5,150,100
84,84,0.794293297942933,0.2851458885941644,8.0,250,20
457,457,0.7637690776376908,0.2851458885941644,7.5,125,80
186,186,0.7657597876575979,0.2858090185676392,8.0,150,60
1508,1508,0.7929661579296616,0.2858090185676392,6.0,100,260
356,356,0.7657597876575979,0.2858090185676392,8.0,150,60
542,542,0.769741207697412,0.2864721485411141,7.5,75,100
898,898,0.7803583278035833,0.2864721485411141,7.0,75,160
152,152,0.7140013271400133,0.2871352785145888,8.0,25,40
1118,1118,0.7956204379562044,0.2871352785145888,6.5,50,200
761,761,0.8122096881220969,0.2877984084880636,6.5,250,180
1235,1235,0.8400796284007963,0.2884615384615384,5.5,200,300
1576,1576,0.7325812873258128,0.2891246684350133,6.0,25,280
626,626,0.7690776376907764,0.289787798408488,7.0,175,160
