,sensitivity,specificity,inv_frac,delay_samples,decay_part
226,1.0,0.5390052006934258,2.5,150,905
227,1.0,0.7123616482197627,3.0,150,905
228,1.0,0.8167755700760101,3.5,150,905
229,1.0,0.8762501666888919,4.0,150,905
230,0.992,0.9166555540738766,4.5,150,905
231,0.988,0.9463928523803173,5.0,150,905
232,0.978,0.9622616348846513,5.5,150,905
233,0.968,0.9745299373249766,6.0,150,905
234,0.95,0.9811974929990666,6.5,150,905
235,0.926,0.9855980797439658,7.0,150,905
236,0.894,0.9895986131484198,7.5,150,905
237,0.868,0.9921322843045739,8.0,150,905
238,0.0,1.0,0.0,0,910
239,0.0,1.0,0.5,0,910
240,0.0,1.0,1.0,0,910
241,0.0,1.0,1.5,0,910
242,0.0,1.0,2.0,0,910
243,0.0,1.0,2.5,0,910
244,0.0,1.0,3.0,0,910
245,0.0,1.0,3.5,0,910
246,0.0,1.0,4.0,0,910
247,0.0,1.0,4.5,0,910
248,0.0,1.0,5.0,0,910
249,0.0,1.0,5.5,0,910
250,0.0,1.0,6.0,0,910
251,0.0,1.0,6.5,0,910
252,0.0,1.0,7.0,0,910
253,0.0,1.0,7.5,0,910
254,0.0,1.0,8.0,0,910
255,0.0,1.0,0.0,25,910
256,0.846,0.23523136418189092,0.5,25,910
257,1.0,0.0,1.0,25,910
258,1.0,0.020136018135751433,1.5,25,910
259,0.996,0.23376450193359113,2.0,25,910
260,0.938,0.5239365248699827,2.5,25,910
261,0.746,0.7150286704893986,3.0,25,910
262,0.54,0.8222429657287639,3.5,25,910
263,0.39,0.8894519269235898,4.0,25,910
264,0.28,0.9287905054007201,4.5,25,910
265,0.208,0.9521269502600347,5.0,25,910
266,0.164,0.9687958394452594,5.5,25,910
267,0.12,0.978930524069876,6.0,25,910
268,0.086,0.9855980797439658,6.5,25,910
269,0.064,0.9889318575810108,7.0,25,910
270,0.048,0.9913321776236832,7.5,25,910
271,0.034,0.9942659021202827,8.0,25,910
272,0.0,1.0,0.0,50,910
273,0.964,0.2089611948259768,0.5,50,910
274,1.0,0.00013335111348179759,1.0,50,910
275,1.0,0.01600213361781571,1.5,50,910
276,1.0,0.20816108814508602,2.0,50,910
277,1.0,0.4844645952793706,2.5,50,910
278,0.998,0.6851580210694759,3.0,50,910
279,0.97,0.7994399253233765,3.5,50,910
280,0.89,0.8731830910788105,4.0,50,910
281,0.762,0.9193225763435124,4.5,50,910
282,0.608,0.9469262568342446,5.0,50,910
283,0.502,0.9655954127216962,5.5,50,910
284,0.41,0.9754633951193492,6.0,50,910
285,0.342,0.9815975463395119,6.5,50,910
286,0.29,0.9879983997866382,7.0,50,910
287,0.242,0.991465528737165,7.5,50,910
288,0.184,0.9937324976663555,8.0,50,910
289,0.0,1.0,0.0,75,910
290,0.974,0.19722629683957862,0.5,75,910
291,1.0,0.00026670222696359517,1.0,75,910
292,1.0,0.023869849313241764,1.5,75,910
293,1.0,0.22776370182691025,2.0,75,910
294,1.0,0.5027336978263769,2.5,75,910
295,1.0,0.6959594612615015,3.0,75,910
296,0.986,0.8175756767569009,3.5,75,910
297,0.956,0.8837178290438725,4.0,75,910
298,0.914,0.9253233764501934,4.5,75,910
299,0.862,0.9490598746499533,5.0,75,910
300,0.832,0.9659954660621416,5.5,75,910
301,0.778,0.9747966395519403,6.0,75,910
302,0.692,0.9822643019069209,6.5,75,910
303,0.604,0.9871982931057475,7.0,75,910
304,0.53,0.9905320709427924,7.5,75,910
305,0.474,0.9931990932124283,8.0,75,910
306,0.0,1.0,0.0,100,910
307,0.988,0.21082811041472196,0.5,100,910
308,1.0,0.001200160021336178,1.0,100,910
309,1.0,0.048273103080410724,1.5,100,910
310,1.0,0.26990265368715827,2.0,100,910
311,1.0,0.5428723829843979,2.5,100,910
312,1.0,0.7187625016668889,3.0,100,910
313,1.0,0.8195759434591279,3.5,100,910
314,1.0,0.8845179357247633,4.0,100,910
315,0.988,0.92358981197493,4.5,100,910
316,0.972,0.9469262568342446,5.0,100,910
317,0.942,0.9601280170689426,5.5,100,910
318,0.908,0.9709294572609681,6.0,100,910
