,sensitivity,specificity,inv_frac,delay_samples,window_width
668,1.0,0.9899799599198397,2.5,100,120
669,0.964,0.9979959919839679,3.0,100,120
670,0.858,0.9979959919839679,3.5,100,120
671,0.754,1.0,4.0,100,120
672,0.668,1.0,4.5,100,120
673,0.586,1.0,5.0,100,120
674,0.398,1.0,5.5,100,120
675,0.212,1.0,6.0,100,120
676,0.088,1.0,6.5,100,120
677,0.03,1.0,7.0,100,120
678,0.008,1.0,7.5,100,120
679,0.002,1.0,8.0,100,120
680,0.0,1.0,0.0,125,120
681,0.882,0.781563126252505,0.5,125,120
682,1.0,0.0,1.0,125,120
683,1.0,0.03406813627254509,1.5,125,120
684,1.0,0.7775551102204409,2.0,125,120
685,1.0,0.969939879759519,2.5,125,120
686,0.998,0.9939879759519038,3.0,125,120
687,0.968,0.9979959919839679,3.5,125,120
688,0.874,0.9979959919839679,4.0,125,120
689,0.79,1.0,4.5,125,120
690,0.696,1.0,5.0,125,120
691,0.616,1.0,5.5,125,120
692,0.496,1.0,6.0,125,120
693,0.36,1.0,6.5,125,120
694,0.226,1.0,7.0,125,120
695,0.134,1.0,7.5,125,120
696,0.058,1.0,8.0,125,120
697,0.0,1.0,0.0,150,120
698,0.912,0.7875751503006012,0.5,150,120
699,1.0,0.0,1.0,150,120
700,1.0,0.056112224448897796,1.5,150,120
701,1.0,0.8056112224448898,2.0,150,120
702,1.0,0.9819639278557114,2.5,150,120
703,1.0,0.9959919839679359,3.0,150,120
704,0.976,0.9979959919839679,3.5,150,120
705,0.908,0.9979959919839679,4.0,150,120
706,0.818,1.0,4.5,150,120
707,0.744,1.0,5.0,150,120
708,0.66,1.0,5.5,150,120
709,0.55,1.0,6.0,150,120
710,0.424,1.0,6.5,150,120
711,0.304,1.0,7.0,150,120
712,0.184,1.0,7.5,150,120
713,0.118,1.0,8.0,150,120
714,0.0,1.0,0.0,0,140
715,0.0,1.0,0.5,0,140
716,0.0,1.0,1.0,0,140
717,0.0,1.0,1.5,0,140
718,0.0,1.0,2.0,0,140
719,0.0,1.0,2.5,0,140
720,0.0,1.0,3.0,0,140
721,0.0,1.0,3.5,0,140
722,0.0,1.0,4.0,0,140
723,0.0,1.0,4.5,0,140
724,0.0,1.0,5.0,0,140
