,sensitivity,specificity,inv_frac,delay_samples,decay_part
0,0.0,1.0,0.0,0,800
1,0.0,1.0,0.5,0,800
2,0.0,1.0,1.0,0,800
3,0.0,1.0,1.5,0,800
4,0.0,1.0,2.0,0,800
5,0.0,1.0,2.5,0,800
6,0.0,1.0,3.0,0,800
7,0.0,1.0,3.5,0,800
8,0.0,1.0,4.0,0,800
9,0.0,1.0,4.5,0,800
10,0.0,1.0,5.0,0,800
11,0.0,1.0,5.5,0,800
12,0.0,1.0,6.0,0,800
13,0.0,1.0,6.5,0,800
14,0.0,1.0,7.0,0,800
15,0.0,1.0,7.5,0,800
16,0.0,1.0,8.0,0,800
17,0.0,1.0,0.0,25,800
18,0.9980092899800929,0.03050397877984085,0.5,25,800
19,1.0,0.0,1.0,25,800
20,1.0,0.0,1.5,25,800
21,1.0,0.025198938992042442,2.0,25,800
22,0.8520238885202389,0.4515915119363395,2.5,25,800
23,0.49170537491705374,0.8269230769230769,3.0,25,800
24,0.23158593231585933,0.9575596816976127,3.5,25,800
25,0.10019907100199071,0.9840848806366048,4.0,25,800
26,0.0457863304578633,0.9946949602122016,4.5,25,800
27,0.0245520902455209,0.9953580901856764,5.0,25,800
28,0.0092899800928998,0.9986737400530504,5.5,25,800
29,0.0053085600530856005,0.9986737400530504,6.0,25,800
30,0.0019907100199071004,0.9993368700265252,6.5,25,800
31,0.0013271400132714001,0.9993368700265252,7.0,25,800
32,0.0013271400132714001,0.9993368700265252,7.5,25,800
33,0.0006635700066357001,0.9993368700265252,8.0,25,800
34,0.0,1.0,0.0,50,800
35,1.0,0.03116710875331565,0.5,50,800
36,1.0,0.0,1.0,50,800
37,1.0,0.0,1.5,50,800
38,0.9986728599867286,0.03647214854111406,2.0,50,800
39,0.8779031187790312,0.4827586206896552,2.5,50,800
40,0.5414731254147312,0.8209549071618037,3.0,50,800
41,0.27670869276708693,0.9529177718832891,3.5,50,800
42,0.1300597213005972,0.9874005305039788,4.0,50,800
43,0.07166556071665561,0.9953580901856764,4.5,50,800
44,0.0338420703384207,0.9986737400530504,5.0,50,800
45,0.0165892501658925,0.9993368700265252,5.5,50,800
46,0.007962840079628402,0.9993368700265252,6.0,50,800
47,0.0019907100199071004,0.9993368700265252,6.5,50,800
48,0.0006635700066357001,0.9993368700265252,7.0,50,800
49,0.0006635700066357001,0.9993368700265252,7.5,50,800
50,0.0,0.9993368700265252,8.0,50,800
51,0.0,1.0,0.0,75,800
52,0.9986728599867286,0.03116710875331565,0.5,75,800
53,1.0,0.0,1.0,75,800
54,1.0,0.0,1.5,75,800
55,0.9993364299933643,0.028514588859416445,2.0,75,800
56,0.8772395487723955,0.4588859416445623,2.5,75,800
57,0.5753151957531519,0.8143236074270557,3.0,75,800
58,0.2859986728599867,0.9409814323607427,3.5,75,800
59,0.139349701393497,0.9807692307692307,4.0,75,800
60,0.0630391506303915,0.9927055702917772,4.5,75,800
61,0.026542800265428004,0.996684350132626,5.0,75,800
62,0.013271400132714002,0.9980106100795756,5.5,75,800
63,0.0053085600530856005,0.9986737400530504,6.0,75,800
64,0.0033178500331785005,0.9993368700265252,6.5,75,800
65,0.0019907100199071004,0.9993368700265252,7.0,75,800
66,0.0006635700066357001,0.9993368700265252,7.5,75,800
67,0.0,0.9993368700265252,8.0,75,800
68,0.0,1.0,0.0,100,800
69,0.9966821499668215,0.02453580901856764,0.5,100,800
70,1.0,0.0,1.0,100,800
71,1.0,0.0,1.5,100,800
72,0.9986728599867286,0.03647214854111406,2.0,100,800
73,0.9017916390179164,0.48408488063660476,2.5,100,800
74,0.5792966157929662,0.8375331564986738,3.0,100,800
75,0.29927007299270075,0.9489389920424404,3.5,100,800
76,0.14664897146648972,0.98342175066313,4.0,100,800
77,0.06436629064366291,0.9940318302387268,4.5,100,800
78,0.028533510285335104,0.9973474801061007,5.0,100,800
79,0.0112806901128069,0.9986737400530504,5.5,100,800
80,0.0046449900464499,0.9993368700265252,6.0,100,800
81,0.0019907100199071004,0.9993368700265252,6.5,100,800
82,0.0013271400132714001,0.9993368700265252,7.0,100,800
83,0.0013271400132714001,0.9993368700265252,7.5,100,800
84,0.0006635700066357001,0.9993368700265252,8.0,100,800
85,0.0,1.0,0.0,125,800
86,1.0,0.03116710875331565,0.5,125,800
87,1.0,0.0,1.0,125,800
88,1.0,0.0,1.5,125,800
89,0.9986728599867286,0.033156498673740056,2.0,125,800
90,0.9011280690112807,0.47214854111405835,2.5,125,800
91,0.5879230258792303,0.8269230769230769,3.0,125,800
92,0.3224950232249502,0.9389920424403183,3.5,125,800
93,0.16655607166556072,0.9820954907161804,4.0,125,800
