,sensitivity,specificity,inv_frac,delay_samples,decay_part
317,0.564,0.0841683366733467,5.5,100,60
318,0.444,0.13627254509018036,6.0,100,60
319,0.356,0.17835671342685372,6.5,100,60
320,0.276,0.22044088176352705,7.0,100,60
321,0.206,0.2845691382765531,7.5,100,60
322,0.164,0.3286573146292585,8.0,100,60
323,0.0,1.0,0.0,125,60
324,1.0,0.0,0.5,125,60
325,1.0,0.0,1.0,125,60
326,1.0,0.0,1.5,125,60
327,1.0,0.0,2.0,125,60
328,1.0,0.0,2.5,125,60
329,0.996,0.0,3.0,125,60
330,0.958,0.006012024048096192,3.5,125,60
331,0.858,0.026052104208416832,4.0,125,60
332,0.74,0.06412825651302605,4.5,125,60
333,0.612,0.11222444889779559,5.0,125,60
334,0.496,0.16432865731462926,5.5,125,60
335,0.39,0.21643286573146292,6.0,125,60
336,0.294,0.2725450901803607,6.5,125,60
337,0.244,0.33867735470941884,7.0,125,60
338,0.196,0.4028056112224449,7.5,125,60
339,0.154,0.4529058116232465,8.0,125,60
340,0.0,1.0,0.0,150,60
341,1.0,0.0,0.5,150,60
342,1.0,0.0,1.0,150,60
343,1.0,0.0,1.5,150,60
344,1.0,0.0,2.0,150,60
345,1.0,0.0,2.5,150,60
346,1.0,0.0,3.0,150,60
347,0.986,0.0,3.5,150,60
348,0.954,0.006012024048096192,4.0,150,60
349,0.848,0.026052104208416832,4.5,150,60
350,0.722,0.04609218436873747,5.0,150,60
351,0.596,0.07214428857715431,5.5,150,60
352,0.476,0.12424849699398798,6.0,150,60
353,0.366,0.1683366733466934,6.5,150,60
354,0.296,0.2124248496993988,7.0,150,60
355,0.224,0.2665330661322645,7.5,150,60
356,0.18,0.3186372745490982,8.0,150,60
357,0.0,1.0,0.0,0,80
358,0.0,1.0,0.5,0,80
359,0.0,1.0,1.0,0,80
360,0.0,1.0,1.5,0,80
361,0.0,1.0,2.0,0,80
362,0.0,1.0,2.5,0,80
363,0.0,1.0,3.0,0,80
364,0.0,1.0,3.5,0,80
365,0.0,1.0,4.0,0,80
366,0.0,1.0,4.5,0,80
367,0.0,1.0,5.0,0,80
368,0.0,1.0,5.5,0,80
369,0.0,1.0,6.0,0,80
370,0.0,1.0,6.5,0,80
371,0.0,1.0,7.0,0,80
372,0.0,1.0,7.5,0,80
373,0.0,1.0,8.0,0,80
374,0.0,1.0,0.0,25,80
375,1.0,0.0,0.5,25,80
376,1.0,0.0,1.0,25,80
377,1.0,0.0,1.5,25,80
378,1.0,0.0,2.0,25,80
379,1.0,0.0,2.5,25,80
380,0.998,0.0,3.0,25,80
381,0.976,0.0,3.5,25,80
382,0.916,0.002004008016032064,4.0,25,80
383,0.818,0.012024048096192385,4.5,25,80
384,0.662,0.03006012024048096,5.0,25,80
385,0.516,0.0781563126252505,5.5,25,80
386,0.374,0.11823647294589178,6.0,25,80
387,0.29,0.18236472945891782,6.5,25,80
388,0.234,0.22444889779559118,7.0,25,80
389,0.18,0.2725450901803607,7.5,25,80
390,0.138,0.3286573146292585,8.0,25,80
391,0.0,1.0,0.0,50,80
392,1.0,0.0,0.5,50,80
393,1.0,0.0,1.0,50,80
394,1.0,0.0,1.5,50,80
395,1.0,0.0,2.0,50,80
396,1.0,0.0,2.5,50,80
397,1.0,0.0,3.0,50,80
398,0.974,0.0,3.5,50,80
399,0.9,0.0,4.0,50,80
400,0.8,0.012024048096192385,4.5,50,80
401,0.652,0.04208416833667335,5.0,50,80
402,0.494,0.07615230460921844,5.5,50,80
403,0.378,0.11823647294589178,6.0,50,80
404,0.282,0.15831663326653306,6.5,50,80
405,0.224,0.21643286573146292,7.0,50,80
406,0.17,0.27054108216432865,7.5,50,80
407,0.138,0.33867735470941884,8.0,50,80
408,0.0,1.0,0.0,75,80
409,1.0,0.0,0.5,75,80
410,1.0,0.0,1.0,75,80
411,1.0,0.0,1.5,75,80
412,1.0,0.0,2.0,75,80
413,1.0,0.0,2.5,75,80
414,0.996,0.0,3.0,75,80
415,0.964,0.002004008016032064,3.5,75,80
416,0.906,0.006012024048096192,4.0,75,80
417,0.796,0.022044088176352707,4.5,75,80
418,0.664,0.04809619238476954,5.0,75,80
419,0.532,0.09819639278557114,5.5,75,80
420,0.426,0.13627254509018036,6.0,75,80
421,0.328,0.17234468937875752,6.5,75,80
422,0.266,0.22444889779559118,7.0,75,80
423,0.2,0.2745490981963928,7.5,75,80
424,0.154,0.3186372745490982,8.0,75,80
425,0.0,1.0,0.0,100,80
426,1.0,0.0,0.5,100,80
427,1.0,0.0,1.0,100,80
428,1.0,0.0,1.5,100,80
429,1.0,0.0,2.0,100,80
430,1.0,0.0,2.5,100,80
431,0.998,0.0,3.0,100,80
432,0.986,0.0,3.5,100,80
433,0.916,0.004008016032064128,4.0,100,80
434,0.828,0.02404809619238477,4.5,100,80
435,0.696,0.04809619238476954,5.0,100,80
436,0.562,0.08817635270541083,5.5,100,80
437,0.442,0.13627254509018036,6.0,100,80
438,0.356,0.17835671342685372,6.5,100,80
439,0.268,0.22244488977955912,7.0,100,80
440,0.202,0.2845691382765531,7.5,100,80
441,0.164,0.3306613226452906,8.0,100,80
442,0.0,1.0,0.0,125,80
443,1.0,0.0,0.5,125,80
444,1.0,0.0,1.0,125,80
445,1.0,0.0,1.5,125,80
446,1.0,0.0,2.0,125,80
447,1.0,0.0,2.5,125,80
448,0.996,0.0,3.0,125,80
449,0.958,0.006012024048096192,3.5,125,80
450,0.858,0.028056112224448898,4.0,125,80
451,0.738,0.06613226452905811,4.5,125,80
452,0.608,0.11422845691382766,5.0,125,80
453,0.492,0.16633266533066132,5.5,125,80
454,0.388,0.22244488977955912,6.0,125,80
455,0.29,0.2845691382765531,6.5,125,80
456,0.242,0.3486973947895792,7.0,125,80
457,0.194,0.4148296593186373,7.5,125,80
458,0.154,0.45490981963927857,8.0,125,80
459,0.0,1.0,0.0,150,80
460,1.0,0.0,0.5,150,80
461,1.0,0.0,1.0,150,80
462,1.0,0.0,1.5,150,80
463,1.0,0.0,2.0,150,80
464,1.0,0.0,2.5,150,80
465,1.0,0.0,3.0,150,80
466,0.986,0.0,3.5,150,80
467,0.954,0.006012024048096192,4.0,150,80
468,0.846,0.026052104208416832,4.5,150,80
469,0.72,0.04609218436873747,5.0,150,80
470,0.59,0.07615230460921844,5.5,150,80
471,0.474,0.12424849699398798,6.0,150,80
472,0.364,0.17234468937875752,6.5,150,80
473,0.294,0.2124248496993988,7.0,150,80
474,0.22,0.2665330661322645,7.5,150,80
475,0.176,0.3286573146292585,8.0,150,80
476,0.0,1.0,0.0,0,100
477,0.0,1.0,0.5,0,100
478,0.0,1.0,1.0,0,100
479,0.0,1.0,1.5,0,100
480,0.0,1.0,2.0,0,100
481,0.0,1.0,2.5,0,100
482,0.0,1.0,3.0,0,100
483,0.0,1.0,3.5,0,100
484,0.0,1.0,4.0,0,100
485,0.0,1.0,4.5,0,100
486,0.0,1.0,5.0,0,100
487,0.0,1.0,5.5,0,100
488,0.0,1.0,6.0,0,100
489,0.0,1.0,6.5,0,100
490,0.0,1.0,7.0,0,100
491,0.0,1.0,7.5,0,100
492,0.0,1.0,8.0,0,100
493,0.0,1.0,0.0,25,100
494,1.0,0.0,0.5,25,100
495,1.0,0.0,1.0,25,100
496,1.0,0.0,1.5,25,100
497,1.0,0.0,2.0,25,100
498,1.0,0.0,2.5,25,100
499,0.998,0.0,3.0,25,100
500,0.976,0.0,3.5,25,100
501,0.916,0.002004008016032064,4.0,25,100
502,0.814,0.012024048096192385,4.5,25,100
503,0.662,0.03006012024048096,5.0,25,100
504,0.516,0.0781563126252505,5.5,25,100
505,0.372,0.11823647294589178,6.0,25,100
506,0.288,0.18236472945891782,6.5,25,100
507,0.23,0.22444889779559118,7.0,25,100
508,0.18,0.2785571142284569,7.5,25,100
509,0.138,0.3346693386773547,8.0,25,100
510,0.0,1.0,0.0,50,100
511,1.0,0.0,0.5,50,100
512,1.0,0.0,1.0,50,100
513,1.0,0.0,1.5,50,100
514,1.0,0.0,2.0,50,100
515,1.0,0.0,2.5,50,100
516,1.0,0.0,3.0,50,100
517,0.974,0.0,3.5,50,100
518,0.9,0.0,4.0,50,100
519,0.8,0.012024048096192385,4.5,50,100
520,0.65,0.04408817635270541,5.0,50,100
521,0.492,0.0781563126252505,5.5,50,100
522,0.376,0.11823647294589178,6.0,50,100
523,0.282,0.16032064128256512,6.5,50,100
524,0.224,0.22044088176352705,7.0,50,100
525,0.17,0.27054108216432865,7.5,50,100
526,0.134,0.34468937875751504,8.0,50,100
527,0.0,1.0,0.0,75,100
528,1.0,0.0,0.5,75,100
529,1.0,0.0,1.0,75,100
530,1.0,0.0,1.5,75,100
531,1.0,0.0,2.0,75,100
532,1.0,0.0,2.5,75,100
533,0.996,0.0,3.0,75,100
534,0.964,0.002004008016032064,3.5,75,100
535,0.906,0.006012024048096192,4.0,75,100
536,0.796,0.022044088176352707,4.5,75,100
537,0.664,0.050100200400801605,5.0,75,100
538,0.528,0.10020040080160321,5.5,75,100
539,0.424,0.13827655310621242,6.0,75,100
540,0.326,0.1743486973947896,6.5,75,100
541,0.264,0.22645290581162325,7.0,75,100
542,0.198,0.280561122244489,7.5,75,100
543,0.154,0.32064128256513025,8.0,75,100
