,sensitivity,specificity,inv_frac,delay_samples,window
1314,1.0,0.0,1.0,125,220
1315,1.0,0.0,1.5,125,220
1316,1.0,0.0,2.0,125,220
1317,1.0,0.022044088176352707,2.5,125,220
1318,1.0,0.1843687374749499,3.0,125,220
1319,1.0,0.45490981963927857,3.5,125,220
1320,0.998,0.6412825651302605,4.0,125,220
1321,0.992,0.7715430861723447,4.5,125,220
1322,0.972,0.8537074148296593,5.0,125,220
1323,0.936,0.9018036072144289,5.5,125,220
1324,0.908,0.935871743486974,6.0,125,220
1325,0.868,0.9619238476953907,6.5,125,220
1326,0.816,0.9739478957915831,7.0,125,220
1327,0.764,0.9859719438877755,7.5,125,220
1328,0.0,1.0,0.0,150,220
1329,1.0,0.0,0.5,150,220
1330,1.0,0.0,1.0,150,220
1331,1.0,0.0,1.5,150,220
1332,1.0,0.0,2.0,150,220
1333,1.0,0.018036072144288578,2.5,150,220
1334,1.0,0.17835671342685372,3.0,150,220
1335,1.0,0.43286573146292584,3.5,150,220
1336,0.996,0.6513026052104208,4.0,150,220
1337,0.99,0.7915831663326653,4.5,150,220
1338,0.982,0.87374749498998,5.0,150,220
1339,0.966,0.9438877755511023,5.5,150,220
1340,0.926,0.9599198396793587,6.0,150,220
1341,0.904,0.9779559118236473,6.5,150,220
1342,0.866,0.9839679358717435,7.0,150,220
1343,0.83,0.9919839679358717,7.5,150,220
1344,0.0,1.0,0.0,0,240
1345,0.0,1.0,0.5,0,240
1346,0.0,1.0,1.0,0,240
1347,0.0,1.0,1.5,0,240
1348,0.0,1.0,2.0,0,240
1349,0.0,1.0,2.5,0,240
1350,0.0,1.0,3.0,0,240
1351,0.0,1.0,3.5,0,240
1352,0.0,1.0,4.0,0,240
1353,0.0,1.0,4.5,0,240
1354,0.0,1.0,5.0,0,240
1355,0.0,1.0,5.5,0,240
1356,0.0,1.0,6.0,0,240
1357,0.0,1.0,6.5,0,240
1358,0.0,1.0,7.0,0,240
1359,0.0,1.0,7.5,0,240
1360,0.0,1.0,0.0,25,240
1361,0.994,0.002004008016032064,0.5,25,240
1362,1.0,0.0,1.0,25,240
1363,1.0,0.0,1.5,25,240
1364,1.0,0.0,2.0,25,240
1365,0.872,0.05811623246492986,2.5,25,240
1366,0.566,0.3306613226452906,3.0,25,240
1367,0.318,0.6112224448897795,3.5,25,240
1368,0.224,0.7915831663326653,4.0,25,240
1369,0.146,0.87374749498998,4.5,25,240
1370,0.084,0.9318637274549099,5.0,25,240
1371,0.054,0.9519038076152304,5.5,25,240
1372,0.036,0.9759519038076152,6.0,25,240
1373,0.028,0.9839679358717435,6.5,25,240
1374,0.018,0.9899799599198397,7.0,25,240
1375,0.008,0.9979959919839679,7.5,25,240
1376,0.0,1.0,0.0,50,240
1377,1.0,0.0,0.5,50,240
1378,1.0,0.0,1.0,50,240
1379,1.0,0.0,1.5,50,240
1380,1.0,0.0,2.0,50,240
1381,1.0,0.014028056112224449,2.5,50,240
1382,0.99,0.17034068136272545,3.0,50,240
1383,0.93,0.4789579158316633,3.5,50,240
1384,0.762,0.6773547094188377,4.0,50,240
1385,0.55,0.8076152304609219,4.5,50,240
1386,0.4,0.8837675350701403,5.0,50,240
1387,0.31,0.9298597194388778,5.5,50,240
1388,0.246,0.9579158316633266,6.0,50,240
1389,0.174,0.9739478957915831,6.5,50,240
1390,0.112,0.9819639278557114,7.0,50,240
1391,0.08,0.9879759519038076,7.5,50,240
1392,0.0,1.0,0.0,75,240
1393,1.0,0.0,0.5,75,240
1394,1.0,0.0,1.0,75,240
1395,1.0,0.0,1.5,75,240
1396,1.0,0.0,2.0,75,240
1397,1.0,0.03006012024048096,2.5,75,240
1398,0.996,0.18837675350701402,3.0,75,240
1399,0.956,0.45691382765531063,3.5,75,240
1400,0.91,0.6813627254509018,4.0,75,240
1401,0.856,0.7915831663326653,4.5,75,240
1402,0.802,0.8777555110220441,5.0,75,240
1403,0.72,0.9258517034068137,5.5,75,240
1404,0.624,0.9619238476953907,6.0,75,240
1405,0.516,0.9739478957915831,6.5,75,240
1406,0.444,0.9799599198396793,7.0,75,240
1407,0.372,0.9879759519038076,7.5,75,240
1408,0.0,1.0,0.0,100,240
1409,1.0,0.0,0.5,100,240
1410,1.0,0.0,1.0,100,240
1411,1.0,0.0,1.5,100,240
1412,1.0,0.0,2.0,100,240
1413,1.0,0.03206412825651302,2.5,100,240
1414,1.0,0.18036072144288579,3.0,100,240
1415,0.998,0.4228456913827655,3.5,100,240
1416,0.986,0.625250501002004,4.0,100,240
1417,0.966,0.779559118236473,4.5,100,240
1418,0.932,0.8476953907815631,5.0,100,240
1419,0.884,0.8997995991983968,5.5,100,240
1420,0.844,0.9458917835671342,6.0,100,240
1421,0.796,0.9679358717434869,6.5,100,240
1422,0.74,0.9799599198396793,7.0,100,240
1423,0.716,0.9899799599198397,7.5,100,240
1424,0.0,1.0,0.0,125,240
1425,1.0,0.0,0.5,125,240
1426,1.0,0.0,1.0,125,240
1427,1.0,0.0,1.5,125,240
1428,1.0,0.0,2.0,125,240
1429,1.0,0.022044088176352707,2.5,125,240
1430,1.0,0.1843687374749499,3.0,125,240
1431,1.0,0.45490981963927857,3.5,125,240
1432,0.998,0.6412825651302605,4.0,125,240
1433,0.992,0.7715430861723447,4.5,125,240
1434,0.972,0.8537074148296593,5.0,125,240
1435,0.936,0.9018036072144289,5.5,125,240
1436,0.908,0.935871743486974,6.0,125,240
1437,0.868,0.9619238476953907,6.5,125,240
1438,0.816,0.9739478957915831,7.0,125,240
1439,0.764,0.9859719438877755,7.5,125,240
1440,0.0,1.0,0.0,150,240
1441,1.0,0.0,0.5,150,240
1442,1.0,0.0,1.0,150,240
1443,1.0,0.0,1.5,150,240
1444,1.0,0.0,2.0,150,240
1445,1.0,0.018036072144288578,2.5,150,240
1446,1.0,0.17835671342685372,3.0,150,240
1447,1.0,0.43286573146292584,3.5,150,240
1448,0.996,0.6513026052104208,4.0,150,240
1449,0.99,0.7915831663326653,4.5,150,240
1450,0.982,0.87374749498998,5.0,150,240
1451,0.966,0.9438877755511023,5.5,150,240
1452,0.926,0.9599198396793587,6.0,150,240
1453,0.904,0.9779559118236473,6.5,150,240
1454,0.866,0.9839679358717435,7.0,150,240
1455,0.83,0.9919839679358717,7.5,150,240
1456,0.0,1.0,0.0,0,260
1457,0.0,1.0,0.5,0,260
1458,0.0,1.0,1.0,0,260
1459,0.0,1.0,1.5,0,260
1460,0.0,1.0,2.0,0,260
1461,0.0,1.0,2.5,0,260
1462,0.0,1.0,3.0,0,260
1463,0.0,1.0,3.5,0,260
1464,0.0,1.0,4.0,0,260
1465,0.0,1.0,4.5,0,260
1466,0.0,1.0,5.0,0,260
1467,0.0,1.0,5.5,0,260
1468,0.0,1.0,6.0,0,260
1469,0.0,1.0,6.5,0,260
1470,0.0,1.0,7.0,0,260
1471,0.0,1.0,7.5,0,260
1472,0.0,1.0,0.0,25,260
1473,0.994,0.002004008016032064,0.5,25,260
1474,1.0,0.0,1.0,25,260
1475,1.0,0.0,1.5,25,260
1476,1.0,0.0,2.0,25,260
1477,0.872,0.05811623246492986,2.5,25,260
1478,0.566,0.3306613226452906,3.0,25,260
1479,0.318,0.6112224448897795,3.5,25,260
1480,0.224,0.7915831663326653,4.0,25,260
1481,0.146,0.87374749498998,4.5,25,260
1482,0.084,0.9318637274549099,5.0,25,260
1483,0.054,0.9519038076152304,5.5,25,260
1484,0.036,0.9759519038076152,6.0,25,260
1485,0.028,0.9839679358717435,6.5,25,260
1486,0.018,0.9899799599198397,7.0,25,260
1487,0.008,0.9979959919839679,7.5,25,260
1488,0.0,1.0,0.0,50,260
1489,1.0,0.0,0.5,50,260
1490,1.0,0.0,1.0,50,260
1491,1.0,0.0,1.5,50,260
1492,1.0,0.0,2.0,50,260
1493,1.0,0.014028056112224449,2.5,50,260
1494,0.99,0.17034068136272545,3.0,50,260
1495,0.93,0.4789579158316633,3.5,50,260
1496,0.762,0.6773547094188377,4.0,50,260
1497,0.55,0.8076152304609219,4.5,50,260
1498,0.4,0.8837675350701403,5.0,50,260
1499,0.31,0.9298597194388778,5.5,50,260
1500,0.246,0.9579158316633266,6.0,50,260
1501,0.174,0.9739478957915831,6.5,50,260
1502,0.112,0.9819639278557114,7.0,50,260
1503,0.08,0.9879759519038076,7.5,50,260
1504,0.0,1.0,0.0,75,260
1505,1.0,0.0,0.5,75,260
1506,1.0,0.0,1.0,75,260
1507,1.0,0.0,1.5,75,260
1508,1.0,0.0,2.0,75,260
1509,1.0,0.03006012024048096,2.5,75,260
1510,0.996,0.18837675350701402,3.0,75,260
1511,0.956,0.45691382765531063,3.5,75,260
1512,0.91,0.6813627254509018,4.0,75,260
1513,0.856,0.7915831663326653,4.5,75,260
1514,0.802,0.8777555110220441,5.0,75,260
1515,0.72,0.9258517034068137,5.5,75,260
1516,0.624,0.9619238476953907,6.0,75,260
1517,0.516,0.9739478957915831,6.5,75,260
1518,0.444,0.9799599198396793,7.0,75,260
1519,0.372,0.9879759519038076,7.5,75,260
1520,0.0,1.0,0.0,100,260
1521,1.0,0.0,0.5,100,260
1522,1.0,0.0,1.0,100,260
1523,1.0,0.0,1.5,100,260
1524,1.0,0.0,2.0,100,260
1525,1.0,0.03206412825651302,2.5,100,260
1526,1.0,0.18036072144288579,3.0,100,260
1527,0.998,0.4228456913827655,3.5,100,260
1528,0.986,0.625250501002004,4.0,100,260
1529,0.966,0.779559118236473,4.5,100,260
1530,0.932,0.8476953907815631,5.0,100,260
1531,0.884,0.8997995991983968,5.5,100,260
1532,0.844,0.9458917835671342,6.0,100,260
1533,0.796,0.9679358717434869,6.5,100,260
1534,0.74,0.9799599198396793,7.0,100,260
1535,0.716,0.9899799599198397,7.5,100,260
1536,0.0,1.0,0.0,125,260
1537,1.0,0.0,0.5,125,260
1538,1.0,0.0,1.0,125,260
1539,1.0,0.0,1.5,125,260
1540,1.0,0.0,2.0,125,260
1541,1.0,0.022044088176352707,2.5,125,260
1542,1.0,0.1843687374749499,3.0,125,260
1543,1.0,0.45490981963927857,3.5,125,260
1544,0.998,0.6412825651302605,4.0,125,260
1545,0.992,0.7715430861723447,4.5,125,260
1546,0.972,0.8537074148296593,5.0,125,260
1547,0.936,0.9018036072144289,5.5,125,260
1548,0.908,0.935871743486974,6.0,125,260
1549,0.868,0.9619238476953907,6.5,125,260
1550,0.816,0.9739478957915831,7.0,125,260
1551,0.764,0.9859719438877755,7.5,125,260
1552,0.0,1.0,0.0,150,260
1553,1.0,0.0,0.5,150,260
1554,1.0,0.0,1.0,150,260
1555,1.0,0.0,1.5,150,260
1556,1.0,0.0,2.0,150,260
1557,1.0,0.018036072144288578,2.5,150,260
1558,1.0,0.17835671342685372,3.0,150,260
1559,1.0,0.43286573146292584,3.5,150,260
1560,0.996,0.6513026052104208,4.0,150,260
1561,0.99,0.7915831663326653,4.5,150,260
1562,0.982,0.87374749498998,5.0,150,260
1563,0.966,0.9438877755511023,5.5,150,260
1564,0.926,0.9599198396793587,6.0,150,260
1565,0.904,0.9779559118236473,6.5,150,260
1566,0.866,0.9839679358717435,7.0,150,260
1567,0.83,0.9919839679358717,7.5,150,260
1568,0.0,1.0,0.0,0,280
1569,0.0,1.0,0.5,0,280
1570,0.0,1.0,1.0,0,280
1571,0.0,1.0,1.5,0,280
1572,0.0,1.0,2.0,0,280
1573,0.0,1.0,2.5,0,280
1574,0.0,1.0,3.0,0,280
1575,0.0,1.0,3.5,0,280
1576,0.0,1.0,4.0,0,280
1577,0.0,1.0,4.5,0,280
1578,0.0,1.0,5.0,0,280
1579,0.0,1.0,5.5,0,280
1580,0.0,1.0,6.0,0,280
1581,0.0,1.0,6.5,0,280
1582,0.0,1.0,7.0,0,280
1583,0.0,1.0,7.5,0,280
1584,0.0,1.0,0.0,25,280
1585,0.994,0.002004008016032064,0.5,25,280
1586,1.0,0.0,1.0,25,280
1587,1.0,0.0,1.5,25,280
1588,1.0,0.0,2.0,25,280
1589,0.872,0.05811623246492986,2.5,25,280
1590,0.566,0.3306613226452906,3.0,25,280
1591,0.318,0.6112224448897795,3.5,25,280
1592,0.224,0.7915831663326653,4.0,25,280
1593,0.146,0.87374749498998,4.5,25,280
1594,0.084,0.9318637274549099,5.0,25,280
1595,0.054,0.9519038076152304,5.5,25,280
1596,0.036,0.9759519038076152,6.0,25,280
1597,0.028,0.9839679358717435,6.5,25,280
1598,0.018,0.9899799599198397,7.0,25,280
1599,0.008,0.9979959919839679,7.5,25,280
1600,0.0,1.0,0.0,50,280
1601,1.0,0.0,0.5,50,280
1602,1.0,0.0,1.0,50,280
1603,1.0,0.0,1.5,50,280
1604,1.0,0.0,2.0,50,280
1605,1.0,0.014028056112224449,2.5,50,280
1606,0.99,0.17034068136272545,3.0,50,280
1607,0.93,0.4789579158316633,3.5,50,280
1608,0.762,0.6773547094188377,4.0,50,280
1609,0.55,0.8076152304609219,4.5,50,280
1610,0.4,0.8837675350701403,5.0,50,280
1611,0.31,0.9298597194388778,5.5,50,280
1612,0.246,0.9579158316633266,6.0,50,280
1613,0.174,0.9739478957915831,6.5,50,280
1614,0.112,0.9819639278557114,7.0,50,280
1615,0.08,0.9879759519038076,7.5,50,280
1616,0.0,1.0,0.0,75,280
1617,1.0,0.0,0.5,75,280
1618,1.0,0.0,1.0,75,280
1619,1.0,0.0,1.5,75,280
1620,1.0,0.0,2.0,75,280
1621,1.0,0.03006012024048096,2.5,75,280
1622,0.996,0.18837675350701402,3.0,75,280
1623,0.956,0.45691382765531063,3.5,75,280
1624,0.91,0.6813627254509018,4.0,75,280
1625,0.856,0.7915831663326653,4.5,75,280
1626,0.802,0.8777555110220441,5.0,75,280
1627,0.72,0.9258517034068137,5.5,75,280
1628,0.624,0.9619238476953907,6.0,75,280
1629,0.516,0.9739478957915831,6.5,75,280
1630,0.444,0.9799599198396793,7.0,75,280
1631,0.372,0.9879759519038076,7.5,75,280
1632,0.0,1.0,0.0,100,280
1633,1.0,0.0,0.5,100,280
1634,1.0,0.0,1.0,100,280
1635,1.0,0.0,1.5,100,280
1636,1.0,0.0,2.0,100,280
1637,1.0,0.03206412825651302,2.5,100,280
1638,1.0,0.18036072144288579,3.0,100,280
1639,0.998,0.4228456913827655,3.5,100,280
1640,0.986,0.625250501002004,4.0,100,280
1641,0.966,0.779559118236473,4.5,100,280
1642,0.932,0.8476953907815631,5.0,100,280
1643,0.884,0.8997995991983968,5.5,100,280
1644,0.844,0.9458917835671342,6.0,100,280
1645,0.796,0.9679358717434869,6.5,100,280
1646,0.74,0.9799599198396793,7.0,100,280
1647,0.716,0.9899799599198397,7.5,100,280
1648,0.0,1.0,0.0,125,280
1649,1.0,0.0,0.5,125,280
1650,1.0,0.0,1.0,125,280
1651,1.0,0.0,1.5,125,280
1652,1.0,0.0,2.0,125,280
1653,1.0,0.022044088176352707,2.5,125,280
1654,1.0,0.1843687374749499,3.0,125,280
1655,1.0,0.45490981963927857,3.5,125,280
1656,0.998,0.6412825651302605,4.0,125,280
1657,0.992,0.7715430861723447,4.5,125,280
1658,0.972,0.8537074148296593,5.0,125,280
1659,0.936,0.9018036072144289,5.5,125,280
1660,0.908,0.935871743486974,6.0,125,280
1661,0.868,0.9619238476953907,6.5,125,280
1662,0.816,0.9739478957915831,7.0,125,280
1663,0.764,0.9859719438877755,7.5,125,280
1664,0.0,1.0,0.0,150,280
1665,1.0,0.0,0.5,150,280
1666,1.0,0.0,1.0,150,280
1667,1.0,0.0,1.5,150,280
1668,1.0,0.0,2.0,150,280
1669,1.0,0.018036072144288578,2.5,150,280
1670,1.0,0.17835671342685372,3.0,150,280
1671,1.0,0.43286573146292584,3.5,150,280
1672,0.996,0.6513026052104208,4.0,150,280
1673,0.99,0.7915831663326653,4.5,150,280
1674,0.982,0.87374749498998,5.0,150,280
1675,0.966,0.9438877755511023,5.5,150,280
1676,0.926,0.9599198396793587,6.0,150,280
1677,0.904,0.9779559118236473,6.5,150,280
1678,0.866,0.9839679358717435,7.0,150,280
1679,0.83,0.9919839679358717,7.5,150,280
1680,0.0,1.0,0.0,0,300
1681,0.0,1.0,0.5,0,300
1682,0.0,1.0,1.0,0,300
1683,0.0,1.0,1.5,0,300
1684,0.0,1.0,2.0,0,300
1685,0.0,1.0,2.5,0,300
1686,0.0,1.0,3.0,0,300
1687,0.0,1.0,3.5,0,300
1688,0.0,1.0,4.0,0,300
1689,0.0,1.0,4.5,0,300
1690,0.0,1.0,5.0,0,300
1691,0.0,1.0,5.5,0,300
1692,0.0,1.0,6.0,0,300
1693,0.0,1.0,6.5,0,300
1694,0.0,1.0,7.0,0,300
1695,0.0,1.0,7.5,0,300
1696,0.0,1.0,0.0,25,300
1697,0.994,0.002004008016032064,0.5,25,300
1698,1.0,0.0,1.0,25,300
1699,1.0,0.0,1.5,25,300
1700,1.0,0.0,2.0,25,300
1701,0.872,0.05811623246492986,2.5,25,300
1702,0.566,0.3306613226452906,3.0,25,300
1703,0.318,0.6112224448897795,3.5,25,300
1704,0.224,0.7915831663326653,4.0,25,300
1705,0.146,0.87374749498998,4.5,25,300
1706,0.084,0.9318637274549099,5.0,25,300
1707,0.054,0.9519038076152304,5.5,25,300
1708,0.036,0.9759519038076152,6.0,25,300
1709,0.028,0.9839679358717435,6.5,25,300
1710,0.018,0.9899799599198397,7.0,25,300
1711,0.008,0.9979959919839679,7.5,25,300
1712,0.0,1.0,0.0,50,300
1713,1.0,0.0,0.5,50,300
1714,1.0,0.0,1.0,50,300
1715,1.0,0.0,1.5,50,300
1716,1.0,0.0,2.0,50,300
1717,1.0,0.014028056112224449,2.5,50,300
1718,0.99,0.17034068136272545,3.0,50,300
1719,0.93,0.4789579158316633,3.5,50,300
1720,0.762,0.6773547094188377,4.0,50,300
1721,0.55,0.8076152304609219,4.5,50,300
1722,0.4,0.8837675350701403,5.0,50,300
1723,0.31,0.9298597194388778,5.5,50,300
1724,0.246,0.9579158316633266,6.0,50,300
1725,0.174,0.9739478957915831,6.5,50,300
1726,0.112,0.9819639278557114,7.0,50,300
1727,0.08,0.9879759519038076,7.5,50,300
1728,0.0,1.0,0.0,75,300
1729,1.0,0.0,0.5,75,300
1730,1.0,0.0,1.0,75,300
1731,1.0,0.0,1.5,75,300
1732,1.0,0.0,2.0,75,300
1733,1.0,0.03006012024048096,2.5,75,300
1734,0.996,0.18837675350701402,3.0,75,300
1735,0.956,0.45691382765531063,3.5,75,300
1736,0.91,0.6813627254509018,4.0,75,300
1737,0.856,0.7915831663326653,4.5,75,300
1738,0.802,0.8777555110220441,5.0,75,300
1739,0.72,0.9258517034068137,5.5,75,300
1740,0.624,0.9619238476953907,6.0,75,300
1741,0.516,0.9739478957915831,6.5,75,300
1742,0.444,0.9799599198396793,7.0,75,300
1743,0.372,0.9879759519038076,7.5,75,300
1744,0.0,1.0,0.0,100,300
1745,1.0,0.0,0.5,100,300
1746,1.0,0.0,1.0,100,300
1747,1.0,0.0,1.5,100,300
1748,1.0,0.0,2.0,100,300
1749,1.0,0.03206412825651302,2.5,100,300
1750,1.0,0.18036072144288579,3.0,100,300
1751,0.998,0.4228456913827655,3.5,100,300
1752,0.986,0.625250501002004,4.0,100,300
1753,0.966,0.779559118236473,4.5,100,300
1754,0.932,0.8476953907815631,5.0,100,300
1755,0.884,0.8997995991983968,5.5,100,300
1756,0.844,0.9458917835671342,6.0,100,300
1757,0.796,0.9679358717434869,6.5,100,300
1758,0.74,0.9799599198396793,7.0,100,300
1759,0.716,0.9899799599198397,7.5,100,300
1760,0.0,1.0,0.0,125,300
1761,1.0,0.0,0.5,125,300
1762,1.0,0.0,1.0,125,300
1763,1.0,0.0,1.5,125,300
1764,1.0,0.0,2.0,125,300
1765,1.0,0.022044088176352707,2.5,125,300
1766,1.0,0.1843687374749499,3.0,125,300
1767,1.0,0.45490981963927857,3.5,125,300
1768,0.998,0.6412825651302605,4.0,125,300
1769,0.992,0.7715430861723447,4.5,125,300
1770,0.972,0.8537074148296593,5.0,125,300
1771,0.936,0.9018036072144289,5.5,125,300
1772,0.908,0.935871743486974,6.0,125,300
1773,0.868,0.9619238476953907,6.5,125,300
1774,0.816,0.9739478957915831,7.0,125,300
1775,0.764,0.9859719438877755,7.5,125,300
1776,0.0,1.0,0.0,150,300
1777,1.0,0.0,0.5,150,300
1778,1.0,0.0,1.0,150,300
1779,1.0,0.0,1.5,150,300
1780,1.0,0.0,2.0,150,300
1781,1.0,0.018036072144288578,2.5,150,300
1782,1.0,0.17835671342685372,3.0,150,300
1783,1.0,0.43286573146292584,3.5,150,300
1784,0.996,0.6513026052104208,4.0,150,300
1785,0.99,0.7915831663326653,4.5,150,300
1786,0.982,0.87374749498998,5.0,150,300
1787,0.966,0.9438877755511023,5.5,150,300
1788,0.926,0.9599198396793587,6.0,150,300
1789,0.904,0.9779559118236473,6.5,150,300
1790,0.866,0.9839679358717435,7.0,150,300
1791,0.83,0.9919839679358717,7.5,150,300
